railway_station_code,railway_station_name,railway_latitude,railway_longitude,ghcnh_station_id,ghcnh_station_name,ghcnh_latitude,ghcnh_longitude,distance_km
KNKT,Kanakot,22.488122,70.876238,42737099999,RAJKOT,22.309,70.78,22.24
KNL,Kalanwali,29.835057,74.97985,42123099999,GANGANAGAR,29.917,73.917,102.88
KNLP,Kanamalo Palle,14.428768999999999,78.925335,43241099999,CUDDAPAH,14.483,78.833,11.63
KNLS,Kanalas,22.319955,69.896549,42830099999,PORBANDAR,21.65,69.667,78.17
KNN,Khanna,30.707973,76.22513400000001,42099099999,LUDHIANA,30.867,75.933,33.04
KNNA,Khinaniyan,29.345637263205944,74.7179570607841,42123099999,GANGANAGAR,29.917,73.917,100.15
KNNK,Kanina Khas,28.321248999999998,76.300375,42177099999,NARNAUL,28.0,76.083,41.59
KNO,Kundgol,15.258352,75.250168,43201199999,HUBLI / HUBBALLI,15.35,75.083,20.62
KNP,Khanapur,15.6379344079,74.49975681459999,43197099999,BELGAUM,15.85,74.533,23.85
KNPR,Kendrapara Road,20.498481,85.917437,42970099999,CUTTACK,20.467,85.933,3.86
KNPS,Kendposi,22.294845000000002,85.73248199999999,42795099999,CHAIBASA,22.55,85.817,29.67
KNRT,Kuneru,18.966946,83.440724,43097099999,KORAPUT,18.817,82.717,77.94
KNS,Kanchausi,26.59792371,79.6354260596,42364099999,ETAWAH,26.921,79.062,67.32
KNSR,Kanasar,28.145913,73.324726,42165099999,BIKANER,28.0,73.3,16.41
KNT,Kanth,29.059768000000002,78.621471,42187099999,MORADABAD,28.833,78.75,28.15
KNVT,Kinwat,19.618502,78.20243500000001,43025099999,ADILABAD,19.65,78.533,34.8
KNW,Khandwa Junction,21.823596,76.353227,42855099999,KHANDWA,21.833,76.367,1.76
KO,Kosgi,15.847871999999999,77.23640800000001,43169099999,RAICHUR,16.2,77.35,40.99
KOAA,Kolkatta Terminal,22.601174999999998,88.385179,42809099999,NETAJI SUBHASH CHANDRA BOSE INTL,22.655,88.447,8.72
KOHL,Kohli,21.273749,78.807616,42867099999,DR BABA SAHEB AMBEDKAR INTL,21.092,79.047,32.01
KOHR,Kohir Deccan,17.608886,77.71197699999999,43125099999,BIDAR,17.917,77.533,39.15
KOI,Khodri,22.665094,81.93569600000001,42779099999,PENDRA ROAD,22.767,81.9,11.91
KOJ,Kokrajhar,26.405057,90.274125,42423099999,JORHAT,26.067,90.167,39.08
KOKA,Koka,21.263021,79.71240900000001,42866099999,NAGPUR (MAYO HOSPITAL),21.15,79.117,62.99
KOL,Kolad,18.392294,73.223871,43058099999,ALIBAG,18.633,72.867,46.18
KOLA,Kotla,15.8120341064,78.03755196290001,43213099999,KURNOOL,15.8,78.067,3.42
KOLR,Kolnur,18.496319274500003,79.4199093701,43086099999,RAMGUNDAM,18.767,79.433,30.13
KON,Kudal Nagar,9.944876,78.108666,43359099999,MADURAI,9.917,78.117,3.23
KONN,Konnur,16.424621000000002,77.884404,43168099999,MAHABUBNAGAR,16.75,78.0,38.22
KONY,Kisoni,23.301733000000002,76.371773,42662099999,UJJAIN,23.183,75.783,61.59
KOO,Khusropur,25.484893,85.387309,42492099999,JAI PRAKASH NARAYAN INTL PATNA,25.591,85.088,32.26
KOP,Kolhapur,16.70257,74.237695,43157099999,KOLHAPUR,16.665,74.289,6.88
KOPR,Kopar,19.211345,73.077841,43003099999,CHHATRAPATI SHIVAJI MAHARAJ INTL,19.089,72.868,25.9
KOTA,Kota,25.223553,75.8805,42452099999,KOTA,25.16,75.846,7.87
KOTI,Koti,30.852821,76.994519,42105099999,CHANDIGARH(IAFB),30.733,76.883,17.06
KOTT,Kottur Halt,17.149739999999998,78.28622100000001,43128599999,HYDERABAD INTL AIRPORT / RAJIV GANDHI INTL,17.233,78.417,16.69
KOU,Koduru,13.948578,79.345687,43275099999,TIRUPATHI,13.667,79.583,40.46
KOV,Kirloskarvadi,17.084152,74.41635799999999,43158099999,SANGLI,16.85,74.6,32.55
KOX,Kachujor,23.8426777354,87.4650456,42708099999,SHANTI NIKETAN,23.65,87.7,32.11
KP,Kamptee,21.21172,79.197947,42866099999,NAGPUR (MAYO HOSPITAL),21.15,79.117,10.84
KPA,Kanchrapara,22.946024,88.451231,42714099999,BAGATI,22.983,88.367,9.55
KPD,Katpadi,12.972734,79.13534100000001,43303099999,VELLORE,12.917,79.15,6.4
KPE,Kauwapur,27.5158216097,82.2979015082,44429099999,DANG,28.05,82.5,62.64
KPG,Kopargaon,19.902943,74.503328,42920099999,OZAR AIR FORCE STATION /NASHIK ARPT,20.119,73.914,66.09
KPGM,Karpoorigram,25.869802,85.72417800000001,42391099999,DARBHANGA,26.167,85.9,37.43
KPI,Kalpi,26.119339,79.755607,42468099999,ORAI,25.983,79.5,29.7
KPJG,Kerejanga,20.855813,84.97670600000001,42969099999,ANGUL,20.833,85.1,13.06
KPK,Kalipahari,23.6652,87.01593,42706099999,BANKURA,23.383,87.083,32.12
KPL,Kantakapalle,17.954718999999997,83.20820499999999,43149099999,VISHAKHAPATNAM CTLZ,17.717,83.217,26.45
KPLD,Kapali Road,21.040967000000002,86.407911,42973099999,CHANDBALI,20.783,86.733,44.31
KPLE,Kopai,23.759063,87.689548,42708099999,SHANTI NIKETAN,23.65,87.7,12.17
KPLL,Kotta Pndlpalli,15.761413999999998,80.281949,43220099999,BAPATLA,15.9,80.467,25.09
KPN,Kuppam,12.746834,78.339549,43302099999,TIRUPPATTUR,12.483,78.567,38.34
KPNA,Kapan,22.026018,82.494827,42782099999,BILASPUR,21.988,82.111,39.8
KPO,Karanpura,27.1230467855,76.7783649164,42255099999,ALWAR,27.5,76.583,46.15
KPP,Kalapipal,23.332775,76.834002,42667099999,BHOPAL / RAJA BHOJ,23.287,77.337,51.62
KPQ,Kannapuram,11.984076,75.31381,43315099999,CANNUR,11.833,75.333,16.93
KPRD,Kalyanpur Road,25.275564886399998,86.5806353711,42498099999,BHAGALPUR,25.233,86.95,37.45
KPRR,Kotapar Road,19.041434,82.30895,43041099999,JAGDALPUR,19.083,82.033,29.37
KPS,Kopa Samhota,25.851866,84.65281399999999,42488099999,CHAPRA,25.783,84.733,11.09
KPTN,Keshorai Patan,25.324522,75.937733,42452099999,KOTA,25.16,75.846,20.49
KPTO,Karanpurato,25.136401449999997,87.7340281628,42500099999,PURNEA,25.267,87.467,30.54
KPU,Krishnapuram,14.493468,78.776559,43241099999,CUDDAPAH,14.483,78.833,6.19
KPV,Kashipur,29.204978,78.96071,42187099999,MORADABAD,28.833,78.75,46.16
KPXR,Kaipada Road,20.10484,85.639666,42971099999,BHUBANESHWAR / BIJU PATNAIK INTL,20.244,85.818,24.21
KPY,Karunagappalli,9.065268000000001,76.54402300000001,43354099999,PUNALUR,9.0,76.917,41.6
KPZ,Kapren,25.444815000000002,76.08649199999999,42452099999,KOTA,25.16,75.846,39.84
KQA,Kondagunta,14.080027999999999,79.79392,43245099999,NELLORE,14.45,79.983,45.91
KQD,Khairatabad Dcn,17.414221,78.46165,43128099999,BEGUMPET AIRPORT / HYDERABAD INTL,17.452,78.461,4.2
KQE,Kala Akhar,22.394548999999998,77.818115,42763099999,HOSHANGABAD,22.767,77.767,41.75
KQI,Kalachand,25.339050999999998,93.13311999999999,42522099999,HAFLONG,25.167,93.017,22.41
KQK,Kotikulam,12.423507,75.024008,43284099999,MANGALORE,12.961,74.89,61.51
KQL,Kandhla,29.324701,77.293239,42137099999,KARNAL,29.7,77.033,48.74
KQN,Kodaikanal Road,10.179613000000002,77.909593,43359099999,MADURAI,9.917,78.117,36.99
KQQ,Kaukuntla,16.538962,77.850451,43168099999,MAHABUBNAGAR,16.75,78.0,28.36
KQR,Koderma,24.434741000000002,85.52945799999999,42591099999,GAYA,24.744,84.951,67.85
KQU,Kamarkundu,22.821631,88.205127,42714099999,BAGATI,22.983,88.367,24.43
KRA,Karepalli,17.511408000000003,80.27186499999999,43137099999,KHAMMAM,17.25,80.15,31.81
KRAI,Kahet,21.137196,73.294162,42840099999,SURAT,21.2,72.833,48.33
KRAR,Khariar Road,20.901385555799997,82.510513277,42875099999,SWAMI VIVEKANANDA,21.183,81.733,86.55
KRBA,Korba,22.337584,82.71301299999999,42782099999,BILASPUR,21.988,82.111,73.17
KRBP,Khudiram Bose Pusa,25.906434,85.672677,42387099999,MUZAFFARPUR,26.117,85.4,35.93
KRD,Karad,17.310011,74.215686,43113099999,SATARA,17.517,74.05,28.96
KRDL,Kirandul,18.757486,81.25813099999999,43093099999,BAILADILA,18.583,81.233,19.58
KRE,Kartarpur,31.432388,75.492544,42071099999,AMRITSAR,31.71,74.797,72.77
KRG,Koregaon,17.690976,74.147622,43113099999,SATARA,17.517,74.05,21.94
KRH,Khairthal,27.797324415,76.64170412169999,42255099999,ALWAR,27.5,76.583,33.56
KRHA,Korahia,26.529839579999997,86.15361374000001,42391099999,DARBHANGA,26.167,85.9,47.61
KRIH,Korai Halt,20.959417000000002,86.17599399999999,42970099999,CUTTACK,20.467,85.933,60.31
KRJ,Khurja,28.206407000000002,77.81903999999999,42183099999,BULANDSHAHR,28.4,77.867,22.03
KRKN,Karkend,23.765615,86.369799,42705099999,PURULIA,23.333,86.417,48.34
KRLI,Kurali,30.835005000000002,76.57193000000001,42705299999,CHANDIGARH,30.673,76.789,27.47
KRMA,Karamtola,25.2554212612,87.5531429022,42500099999,PURNEA,25.267,87.467,8.76
KRMI,Karmali,15.490212900000001,73.9246644,43192099999,GOA/PANJIM,15.483,73.817,11.56
KRND,Khorason Road,26.089745999999998,82.867173,42479099999,LAL BAHADUR SHASTRI VARANASI INTL,25.45,82.867,71.14
KRNI,Krishnai,26.070884,90.68256799999999,42407099999,GOALPARA,26.183,90.633,13.41
KRNN,Karnauti Halt,25.396291565400002,85.54704889770001,42492099999,JAI PRAKASH NARAYAN INTL PATNA,25.591,85.088,50.91
KRNR,Krishnarajnagar,12.4454105,76.38862689999999,43291099999,MYSORE,12.3,76.7,37.49
KRNT,Kurnool City,15.833715,78.032655,43213099999,KURNOOL,15.8,78.067,5.25
KRON,Karona Halt,25.263396537800002,85.00541057619999,42492099999,JAI PRAKASH NARAYAN INTL PATNA,25.591,85.088,37.36
KRP,Krishnapur,24.406330999999998,88.25613200000001,42603099999,BERHAMPORE,24.133,88.267,30.41
KRPP,Kuruppantara,9.734535000000001,76.51060899999999,43352099999,ALAPUZHA,9.55,76.417,22.94
KRPR,Karepur,18.589152000000002,76.681135,43017099999,PARBHANI,19.133,76.833,62.55
KRPU,Koraput,18.792189999999998,82.719436,43097099999,KORAPUT,18.817,82.717,2.77
KRQ,Karari,25.530800000000003,78.509084,42463099999,JHANSI,25.491,78.558,6.61
KRR,Karur,10.965642,78.085087,43342099999,K. PARAMATHY,10.95,78.083,1.75
KRS,Karisath,25.549488,84.563141,42488099999,CHAPRA,25.783,84.733,31.05
KRSA,Kharsaliya,22.7050879399,73.55448093439999,42744099999,VALLABH VIDYANAGAR,22.567,72.933,65.6
KRTH,Kiratgarh,22.538155,77.77251,42763099999,HOSHANGABAD,22.767,77.767,25.45
KRV,Karavadi,15.553014,80.11315599999999,43221099999,ONGOLE,15.5,80.083,6.72
KRW,Kharwa,26.204383999999997,74.42653,42343099999,AJMER,26.45,74.617,33.26
KRY,Kadiri,14.114788,78.165591,43271099999,AROGYAVARAM,13.533,78.5,74.09
KRZ,Kharawar,28.83154,76.681044,42176099999,ROHTAK,28.833,76.583,9.55
KS,Kheta Sarai,25.965774583199998,82.6886636169,42479099999,LAL BAHADUR SHASTRI VARANASI INTL,25.45,82.867,60.07
KSAR,Kudala Sangam,16.306774,75.891059,43161099999,BIJAPUR,16.817,75.717,59.69
KSB,Kosamba,21.464052,72.95459799999999,42840099999,SURAT,21.2,72.833,31.95
KSC,Kashi Chak,25.070798999999997,85.718754,42591099999,GAYA,24.744,84.951,85.53
KSD,Keshod,21.297662,70.252274,42832099999,KESHOD,21.317,70.317,7.04
KSE,Kosad,21.255892,72.86573000000001,42840099999,SURAT,21.2,72.833,7.08
KSF,Khalispur,25.525798,82.83174700000001,42479099999,LAL BAHADUR SHASTRI VARANASI INTL,25.45,82.867,9.14
KSG,Kishangarh,26.588968,74.855553,42343099999,AJMER,26.45,74.617,28.32
KSH,Kali Sindh,23.344476,76.430306,42662099999,UJJAIN,23.183,75.783,68.52
KSI,Kosli,28.411947,76.464704,42176099999,ROHTAK,28.833,76.583,48.22
KSJ,Kasganj,27.801887,78.64602599999999,42262099999,ALIGARH,27.883,78.067,57.64
KSK,Kasimkota,17.673315,82.963751,43149099999,VISHAKHAPATNAM CTLZ,17.717,83.217,27.26
KSM,Kamasamudram,12.880706,78.200119,43272099999,CHINTAMANI,13.2,78.067,38.32
KSN,Krishna,16.409324,77.328563,43169099999,RAICHUR,16.2,77.35,23.39
KSNG,Kesinga,20.188102999999998,83.224709,42961099999,TITLAGARH,20.3,83.3,14.71
KSP,Kishanpur,25.925351000000003,85.840384,42391099999,DARBHANGA,26.167,85.9,27.52
KSPR,Kashipura Sarar,22.120085999999997,73.145838,42744099999,VALLABH VIDYANAGAR,22.567,72.933,54.3
KSQ,Kanspur Gugauli,26.074302,80.625838,42471099999,FATEHPUR,25.933,80.833,25.99
KSRA,Kasara,19.647159,73.472003,42921099999,NASIK CITY,19.967,73.817,50.67
KSTA,Kastha,24.802484,84.921751,42591099999,GAYA,24.744,84.951,7.14
KSU,Kustaur,23.430415999999997,86.498336,42705099999,PURULIA,23.333,86.417,13.65
KSV,Kosi Kalan,27.788551,77.445999,42257099999,MATHURA,27.5,77.683,39.68
KSW,Kheri Salwa,26.4285105345,73.3907543195,42339099999,JODHPUR,26.251,73.049,39.36
KSWD,Kasar Wadi,18.607555174,73.8207010529,43063099999,PUNE,18.533,73.85,8.85
KSWR,Kalmeshwar,21.229072,78.91586099999999,42867099999,DR BABA SAHEB AMBEDKAR INTL,21.092,79.047,20.43
KSX,Kotshila,23.411691,86.079548,42705099999,PURULIA,23.333,86.417,35.54
KT,Kumta,14.436871,74.420652,43226099999,HONAVAR,14.283,74.45,17.4
KTCE,Katoghan,25.730035,81.16560600000001,42471099999,FATEHPUR,25.933,80.833,40.22
KTD,Kantadih,23.21838,86.29629,42705099999,PURULIA,23.333,86.417,17.73
KTDD,Kataiya Dandi,25.149062471199997,81.3984808771,42475099999,ALLAHABAD ARPT,25.44,81.734,46.74
KTE,Katni,23.833385,80.400543,42679099999,UMARIA,23.533,80.883,59.41
KTES,Katni South,23.824725,80.401113,42679099999,UMARIA,23.533,80.883,58.82
KTH,Katrasgarh,23.795757000000002,86.302399,42705099999,PURULIA,23.333,86.417,52.77
KTHD,Kothari Road,22.156964000000002,82.70858000000001,42782099999,BILASPUR,21.988,82.111,64.38
KTHU,Kathua,32.397897,75.551922,42056099999,JAMMU,32.667,74.833,73.74
KTJ,Khaltipur,24.875742000000002,88.021646,42503099999,MALDA,25.033,88.133,20.78
KTJI,Katha Jori,20.45107,85.896353,42970099999,CUTTACK,20.467,85.933,4.21
KTK,Kyataneakeri Rd,17.05336,75.821206,43161099999,BIJAPUR,16.817,75.717,28.52
KTKA,Kotakadra,16.668744,77.869477,43168099999,MAHABUBNAGAR,16.75,78.0,16.58
KTKH,Kotlakheri,22.078204,76.173654,42855099999,KHANDWA,21.833,76.367,33.78
KTKR,Kumtha Khurd,18.4218389359,77.0092961456,43076099999,UDGIR,18.067,77.117,41.06
KTM,Kuttalam,11.069825000000002,79.557389,43346099999,KARAIKAL,10.917,79.833,34.55
KTMA,Kotma,23.202833000000002,81.979022,42779099999,PENDRA ROAD,22.767,81.9,49.13
KTO,Katora,23.3115927105,82.7112187811,42693099999,AMBIKAPUR,23.167,83.25,57.35
KTP,Katepurna,20.723777,77.25938099999999,42934099999,AKOLA,20.699,77.059,21.02
KTPK,Kotha Pakki,30.143767,73.966186,42123099999,GANGANAGAR,29.917,73.917,25.66
KTQ,Kudra,25.048552,83.79337100000001,42588099999,DEHRI,24.917,84.183,41.91
KTRA,Kotra,25.811253999999998,78.381661,42460099999,DATIA,25.667,78.467,18.18
KTRR,Kathara Road,26.310011,80.228735,42367099999,KANPUR CHAKERI,26.404,80.41,20.87
KTSH,Kotmi Sonar Halt,22.024158,82.360215,42782099999,BILASPUR,21.988,82.111,26.01
KTU,Kuttippuram,10.845723999999999,76.03339700000001,42705599999,CALICUT,11.137,75.955,33.5
KTV,Kottavalasa,17.892374999999998,83.18509999999999,43149099999,VISHAKHAPATNAM CTLZ,17.717,83.217,19.79
KTW,Kotdwara,29.742927896,78.52116372309999,42143099999,NAJIBABAD,29.617,78.383,19.34
KTX,Katakhal,24.83436,92.62706700000001,42619099999,SILCHAR,24.75,92.8,19.82
KTY,Kotturu,14.826788325296278,76.21354088187218,43230099999,DAVANGERE,14.5,75.917,48.35
KTYM,Kottayam,9.594177,76.532168,43355099999,KOTTAYAM,9.533,76.6,10.08
KUA,Kulharia,25.568172999999998,84.757807,42488099999,CHAPRA,25.783,84.733,24.02
KUC,Karukkutty,10.225757,76.373077,43351099999,FORT COCHIN,9.967,76.233,32.6
KUCE,Kuchai,22.013657,86.695652,42894099999,BARIPADA,21.933,86.767,11.6
KUD,Kudachi,16.62608,74.85868699999999,43158099999,SANGLI,16.85,74.6,37.13
KUDA,Kundapura,13.612909,74.728366,43229099999,SHIRALI,14.067,74.533,54.72
KUDL,Kudal,16.017651,73.67813000000001,43193099999,VENGURLA,15.867,73.633,17.43
KUE,Kursela,25.440774,87.253655,42500099999,PURNEA,25.267,87.467,28.86
KUG,Kusugali,15.392095,75.233643,43201199999,HUBLI / HUBBALLI,15.35,75.083,16.82
KUGT,Kumar Ghat,24.1506303119,92.0348331158,42618099999,KAILASHAHAR,24.317,92.0,18.83
KUH,Khachrod,23.442673,75.286337,42661099999,RATLAM,23.317,75.05,27.88
KUK,Korukonda,18.054196,83.320296,43149099999,VISHAKHAPATNAM CTLZ,17.717,83.217,39.06
KULH,Kulha-halt,26.369411,80.656456,42367099999,KANPUR CHAKERI,26.404,80.41,24.85
KUM,Kuram,20.808396000000002,77.58733000000001,42937099999,AMRAOTI,20.933,77.783,24.6
KUN,Karnal,29.694566000000002,76.969821,42137099999,KARNAL,29.7,77.033,6.13
KUND,Kund,28.145183762800002,76.39848079709999,42177099999,NARNAUL,28.0,76.083,34.91
KUPR,Khurdpur,31.424854,75.72317,42077099999,UNA,31.467,76.267,51.8
KUR,Khurda Road,20.153076,85.70823399999999,42971099999,BHUBANESHWAR / BIJU PATNAIK INTL,20.244,85.818,15.28
KURJ,Khajuraho,24.7969839,79.8900217,42567099999,KHAJURAHO,24.983,79.917,20.86
KURO,Korari,26.48788,80.529002,42367099999,KANPUR CHAKERI,26.404,80.41,15.08
KUT,Kanauta,26.842216007599998,75.955996106,42348099999,JAIPUR,26.824,75.812,14.43
KUTI,Khumtai,26.626403999999997,93.86427300000001,42420099999,GOLAGHAT,26.517,93.983,16.95
KUU,Kuhuri,19.859987,85.3527,43053099999,PURI,19.8,85.817,49.02
KUV,Kundara,8.960373,76.67854899999999,43354099999,PUNALUR,9.0,76.917,26.56
KUW,Kanwar,25.7036520692,81.21464405030001,42471099999,FATEHPUR,25.933,80.833,45.93
KVDU,Kadavakuduru,15.722540512,80.2572977045,43220099999,BAPATLA,15.9,80.467,29.88
KVGM,Kolvagram,26.9894838995,76.46876528439999,42255099999,ALWAR,27.5,76.583,57.88
KVK,Kavathe Mahankal,17.007517,74.94491099999999,43158099999,SANGLI,16.85,74.6,40.66
KVLS,Karakavalasa,18.292228,82.991426,43097099999,KORAPUT,18.817,82.717,65.13
KVR,Kovvur,17.007084,81.726495,43184099999,NIDADAVOLE,16.833,81.583,24.65
KVS,Kalsur,14.888042065499999,75.40095653559999,43227099999,HAVERI,14.783,75.4,11.68
KVU,Kadakavur,8.679078,76.766672,43372099999,THIRUVANANTHAPURAM INTL,8.482,76.92,27.65
KVZ,Kavali,14.915993,79.988271,43243099999,KAVALI,14.9,79.983,1.87
KWAE,Katwa,23.640315,88.124085,42708099999,SHANTI NIKETAN,23.65,87.7,43.21
KWE,Khurial,25.4911139274,87.82685530639999,42500099999,PURNEA,25.267,87.467,43.91
KWGN,Kawargaon,18.896086,81.53352199999999,43093099999,BAILADILA,18.583,81.233,47.05
KWM,Kampur,26.1606011328,92.6577872687,42414099999,CHAPARMUKH,26.2,92.517,14.72
KWMD,Kumbhawas Mundalia D,28.255391,76.660871,42181099999,INDIRA GANDHI INTL,28.567,77.103,55.41
KWO,Karauta,25.468639,85.46824000000001,42492099999,JAI PRAKASH NARAYAN INTL PATNA,25.591,85.088,40.51
KWP,Khatipura,26.835709,75.89049800000001,42348099999,JAIPUR,26.824,75.812,7.9
KWR,Koelwar,25.5687,84.792055,42488099999,CHAPRA,25.783,84.733,24.55
KWV,Kurduvadi,18.091348,75.41711799999999,43071099999,JEUR,18.2,75.2,25.93
KXB,Kanjai,24.331047,78.169132,42671099999,SAGAR,23.85,78.75,79.61
KXE,Kalian Chak,25.03452,87.736758,42500099999,PURNEA,25.267,87.467,37.49
KXG,Kharia Khangar,26.609843,73.686313,42339099999,JODHPUR,26.251,73.049,74.96
KXH,Kapurthala,31.366846,75.38272400000001,42071099999,AMRITSAR,31.71,74.797,67.36
KXI,Kurumurthi,16.494924,77.863463,43168099999,MAHABUBNAGAR,16.75,78.0,31.88
KXJ,Karimganj,24.860717,92.373769,42619099999,SILCHAR,24.75,92.8,44.75
KXN,Kanshbahal,22.215278,84.66628899999999,42793099999,ROURKELA,22.217,84.883,22.31
KXP,Kaniyapuram,8.587612,76.854482,43372099999,THIRUVANANTHAPURAM INTL,8.482,76.92,13.78
KXT,Ketti,11.381409,76.736915,43317099999,UDHAGAMANDALAM,11.4,76.733,2.11
KY,Kareli,22.932344,79.066765,42770099999,NARSINGHPUR,22.95,79.183,12.06
KYA,Kauriya,25.5509123644,84.5212854932,42488099999,CHAPRA,25.783,84.733,33.41
KYE,Khurai,24.051525,78.33112799999999,42671099999,SAGAR,23.85,78.75,48.1
KYF,Kajrat Nawadih,24.591041,84.05014,42588099999,DEHRI,24.917,84.183,38.65
KYG,Kidiyanaga,23.47934,70.768891,42638099999,KANDLA AERODROME,23.15,70.117,75.98
KYI,Kalyani,22.969219,88.467499,42714099999,BAGATI,22.983,88.367,10.4
KYJ,Kayankulam,9.182586,76.512933,43355099999,KOTTAYAM,9.533,76.6,40.12
KYM,Kadiyan,16.914337999999997,81.832674,43184099999,NIDADAVOLE,16.833,81.583,28.06
KYN,Kalyan,19.234716000000002,73.12974,43003099999,CHHATRAPATI SHIVAJI MAHARAJ INTL,19.089,72.868,31.91
KYOP,Kottapalli,18.5402681328,79.40385903139999,43086099999,RAMGUNDAM,18.767,79.433,25.4
KYQ,Kamakhya,26.156154,91.689505,42410099999,GUWAHATI INTL / LOKPRIYA GOPINATH BORDOLOI INTL,26.106,91.586,11.74
KYT,Kailahat,25.155223,82.947581,42483099999,VARANASI,25.3,83.017,17.55
KZA,Khada,27.182926,83.868376,44438099999,BHAIRAHAWA / GAUTAM BUDDHA,27.506,83.416,57.33
KZB,Kurumbur,8.585754999999999,78.03964,43379099999,TUTICORIN NEW PORT,8.75,78.183,24.12
KZE,Kanhangad,12.320267999999999,75.08524799999999,43315099999,CANNUR,11.833,75.333,60.51
KZH,Kila Zafargarh,29.0805810005,76.4289531995,42176099999,ROHTAK,28.833,76.583,31.35
KZJ,Kazipet,17.974211,79.511025,43087099999,HANAMKONDA,18.017,79.567,7.59
KZK,Kazhakuttam,8.555848000000001,76.872235,43372099999,THIRUVANANTHAPURAM INTL,8.482,76.92,9.75
KZT,Kulitthurai,8.302348,77.218817,43371099999,THIRUVANANTHAPURAM,8.483,76.95,35.75
KZU,Kunki,22.875933,86.067757,42798099999,JAMSHEDPUR,22.813,86.169,12.51
KZY,Kayalpattinam,8.566912,78.09973,43379099999,TUTICORIN NEW PORT,8.75,78.183,22.32
LAA,Lakhpat,23.597666,71.028821,42638099999,KANDLA AERODROME,23.15,70.117,105.54
LAD,Lohardaga  Bs,23.445967,84.70733,42701099999,BIRSA MUNDA,23.314,85.322,64.43
LAE,Lakholi,21.201827,81.890652,42875099999,SWAMI VIVEKANANDA,21.183,81.733,16.48
LAL,Lushala,21.3918244015,70.32629040219999,42832099999,KESHOD,21.317,70.317,8.38
LAR,Lalitpur,24.688222,78.395791,42562099999,TIKAMGARH,24.767,78.833,45.02
LAT,Lathi,21.73935,71.386531,42834099999,AMRELI,21.6,71.217,23.39
LAU,Ladnun,27.64255,74.4056,42249099999,SIKAR,27.617,75.133,71.72
LAV,Labha,25.439646755400002,87.74514032169999,42500099999,PURNEA,25.267,87.467,33.91
LB,Laine Bazar(halt),26.429190879300002,84.2806012268,42383099999,MOTIHARI,26.667,84.917,68.6
LBA,Lambhua,26.133687000000002,82.223283,42374099999,AYODHA,26.748,82.163,68.57
LBG,Limbgaon,19.176458097999998,77.2061342529,43021099999,NANDED,19.083,77.333,16.9
LBN,Laban,25.574304,76.207965,42456099999,SHEOPUR,25.667,76.683,48.73
LBT,Lalgarh Bihar Halt,24.161147,83.979632,42587099999,DALTONGANJ,24.05,84.067,15.21
LC,Lucknow City,26.859109,80.917866,42369099999,LUCKNOW / CHAUDHARY CHARAN SINGH INTL,26.761,80.889,11.28
LCAE,Lalbagh Crt Rd,24.173693,88.246307,42603099999,BERHAMPORE,24.133,88.267,4.99
LD,Londa,15.450273,74.496982,43197099999,BELGAUM,15.85,74.533,44.61
LDA,Lidhora Khurd,23.852972,78.87232300000001,42671099999,SAGAR,23.85,78.75,12.44
LDH,Ludhiana,30.912367,75.84787299999999,42099099999,LUDHIANA,30.867,75.933,9.56
LDK,Ladhuka,30.49849,74.119614,42123099999,GANGANAGAR,29.917,73.917,67.53
LDU,Lunidhar,21.715431000000002,71.085551,42834099999,AMRELI,21.6,71.217,18.69
LDX,Ladda,19.102692,83.412196,43097099999,KORAPUT,18.817,82.717,79.71
LEB,Lemuabad,25.482271329699998,85.7783575873,42492099999,JAI PRAKASH NARAYAN INTL PATNA,25.591,85.088,70.31
LEDO,Ledo,27.288435,95.725374,42314099999,DIBRUGARH,27.484,95.017,73.24
LGCE,Lagargawan,24.464248,80.81431,42571099999,SATNA,24.567,80.833,11.58
LGDH,Lalaguda Gate,17.440355,78.52440299999999,43128099999,BEGUMPET AIRPORT / HYDERABAD INTL,17.452,78.461,6.85
LGH,Lalgarh,28.043638,73.313909,42165099999,BIKANER,28.0,73.3,5.04
LGL,Lalgola,24.421152,88.257513,42603099999,BERHAMPORE,24.133,88.267,32.06
LGO,Lalgopalganj,25.642195,81.630185,42475099999,ALLAHABAD ARPT,25.44,81.734,24.78
LGT,Langting,25.49759,93.110265,42523099999,LUMDING,25.75,93.183,29.0
LGTR,Lingaraj Tmp Rd,20.234947,85.81587200000001,42971099999,BHUBANESHWAR / BIJU PATNAIK INTL,20.244,85.818,1.03
LHA,Lehra Gaga,29.937832,75.810079,42101099999,PATIALA,30.333,76.467,76.95
LHB,Lahabon,24.6403400956,86.6001380908,42498099999,BHAGALPUR,25.233,86.95,74.75
LHLL,Lahli,28.854316999999998,76.44533799999999,42176099999,ROHTAK,28.833,76.583,13.62
LHN,Lachyan,17.2795737583,75.9717014606,43117099999,SOLAPUR,17.628,75.935,38.94
LHU,Loharu,28.427051,75.801613,42174099999,PILANI,28.333,75.583,23.81
LIJ,Lakshmiganj,26.927786,83.788161,42379099999,GORAKHPUR,26.74,83.45,39.52
LIR,Lachmipur,27.25415,83.379037,44438099999,BHAIRAHAWA / GAUTAM BUDDHA,27.506,83.416,28.24
LJN,Lucknow,26.831967000000002,80.91858699999999,42369099999,LUCKNOW / CHAUDHARY CHARAN SINGH INTL,26.761,80.889,8.42
