railway_station_code,railway_station_name,railway_latitude,railway_longitude,ghcnh_station_id,ghcnh_station_name,ghcnh_latitude,ghcnh_longitude,distance_km
CRY,Chirayinkeezh,8.658337900000001,76.7853703,43372099999,THIRUVANANTHAPURAM INTL,8.482,76.92,24.57
CSA,Chausa,25.4984911003,83.89633140379999,42482099999,GHAZIPUR,25.4,83.55,36.46
CSB,Shivaji Bridge,28.634101,77.226612,42182099999,SAFDARJUNG,28.585,77.206,5.82
CSN,Chalisgaon,20.464109,74.999049,42925099999,MALEGAON,20.55,74.533,49.47
CSZ,Cossimbazar,24.122264,88.266903,42603099999,BERHAMPORE,24.133,88.267,1.19
CT,Chittapur,17.1197808,77.09045160000001,43121099999,GULBARGA,17.35,76.85,36.16
CTA,Chitradurg,14.231154,76.386431,43233099999,CHITRADURGA,14.233,76.433,5.02
CTC,Cuttack,20.466587999999998,85.90156,42970099999,CUTTACK,20.467,85.933,3.28
CTD,Chhota Udepur,22.314788,74.014286,42846099999,NANDURBAR,21.333,74.25,111.85
CTF,Chitgidda,17.391231,77.963909,43128599999,HYDERABAD INTL AIRPORT / RAJIV GANDHI INTL,17.233,78.417,51.22
CTH,Chikalthan,19.859565,75.402851,43014099999,AURANGABAD,19.863,75.398,0.64
CTHR,Chitahra,24.862627000000003,80.842854,42571099999,SATNA,24.567,80.833,32.89
CTKT,Chhoti Khatu,27.155534,74.35722999999999,42343099999,AJMER,26.45,74.617,82.58
CTL,Chital,21.745689,71.218128,42834099999,AMRELI,21.6,71.217,16.2
CTMP,Chhit Makandpur,25.234493190600002,86.87393632569999,42498099999,BHAGALPUR,25.233,86.95,7.65
CTO,Chittoor,13.219857,79.103252,43303099999,VELLORE,12.917,79.15,34.05
CTPE,Chandanattop Halt,8.932478000000001,76.64532,43354099999,PUNALUR,9.0,76.917,30.77
CTR,Chatra,24.372846,87.849257,42603099999,BERHAMPORE,24.133,88.267,50.05
CTRE,Chitteri,13.068171999999999,79.597909,43277099999,TIRUTTANI,13.15,79.533,11.5
CTS,Chhatariput,18.922722,82.590027,43097099999,KORAPUT,18.817,82.717,17.8
CTTP,Chitrapur (h),14.036147999999999,74.536566,43229099999,SHIRALI,14.067,74.533,3.45
CTYL,Chityala,17.221960824,79.135713114,43133099999,NALGONDA,17.0,79.25,27.51
CUE,Choupale,21.377019,74.319097,42846099999,NANDURBAR,21.333,74.25,8.67
CUK,Churk,24.6496787,83.1032006,42483099999,VARANASI,25.3,83.017,72.83
CUPJ,Cuddalore Port,11.715119,79.766287,43329099999,CUDDALORE,11.767,79.767,5.77
CUR,Churu,28.288281,74.966203,42170099999,CHURU,28.25,74.917,6.43
CVB,Cavalry Barracks,17.494734,78.518694,43128099999,BEGUMPET AIRPORT / HYDERABAD INTL,17.452,78.461,7.75
CVJ,Chavaj,21.753134000000003,73.010489,42840099999,SURAT,21.2,72.833,64.19
CVP,Kovilpatti,9.182578,77.872848,43376099999,PALAYANKOTTAI,8.733,77.75,51.78
CVR,Chorvad Road,21.055196000000002,70.290734,42909099999,VERAVAL,20.9,70.367,18.99
CW,Chainwa,26.022117,84.49649600000001,42488099999,CHAPRA,25.783,84.733,35.59
CWA,Chhindwara,22.058201,78.953212,42768099999,CHHINDWARA,22.1,79.0,6.7
CYI,Chhayapuri,22.388284,73.179698,42744099999,VALLABH VIDYANAGAR,22.567,72.933,32.21
CYN,Cheriyanad,9.273119000000001,76.585087,43355099999,KOTTAYAM,9.533,76.6,28.94
DAA,Datia,25.641070000000003,78.456356,42460099999,DATIA,25.667,78.467,3.07
DAB,Dharmabad,18.888260310099998,77.8493415012,43081099999,NIZAMABAD,18.667,78.1,36.08
DABN,Dhaban,29.859997,74.54288000000001,42123099999,GANGANAGAR,29.917,73.917,60.67
DAJ,Duroji,15.227107,76.70013,43233099999,CHITRADURGA,14.233,76.433,114.21
DAKE,Dakhineswar,22.6534841,88.36363519999999,42809099999,NETAJI SUBHASH CHANDRA BOSE INTL,22.655,88.447,8.56
DAPD,Dapodi,18.58005,73.83279900000001,43063099999,PUNE,18.533,73.85,5.54
DAQ,Daud Khan,27.830504,78.09879699999999,42262099999,ALIGARH,27.883,78.067,6.62
DAR,Danwar,28.129968509999998,77.88391252,42183099999,BULANDSHAHR,28.4,77.867,30.07
DARA,Dara,24.832608999999998,76.005784,42452099999,KOTA,25.16,75.846,39.81
DAS,Dhasa,21.782545,71.51800800000001,42834099999,AMRELI,21.6,71.217,37.14
DAVM,Dhanu Vacha Puram Ha,8.378802,77.124352,43371099999,THIRUVANANTHAPURAM,8.483,76.95,22.41
DB,Dabhoi,22.137755,73.415466,42744099999,VALLABH VIDYANAGAR,22.567,72.933,68.85
DBA,Dabra,25.881197,78.331015,42460099999,DATIA,25.667,78.467,27.44
DBB,Dhubri,26.023137000000002,89.977952,42404099999,DHUBRI,26.017,89.983,0.85
DBD,Deoband,29.680031500000002,77.67087339999999,42137099999,KARNAL,29.7,77.033,61.66
DBEC,Devbaloda Charoda Ph,21.21335,81.45049,42876099999,DURG,21.183,81.283,17.69
DBF,Dabpal,18.927979999999998,81.488923,43093099999,BAILADILA,18.583,81.233,46.88
DBG,Darbhanga,26.157088,85.907575,42391099999,DARBHANGA,26.167,85.9,1.34
DBI,Dabli Rathan,29.542416,74.19093000000001,42123099999,GANGANAGAR,29.917,73.917,49.34
DBL,Dodbele,13.216441000000001,77.351193,43295099999,BANGALORE,12.967,77.583,37.41
DBLA,Dabla,27.888685430000002,75.9464005609,42177099999,NARNAUL,28.0,76.083,18.26
DBR,Dabhaura,25.11793,81.30312500000001,42475099999,ALLAHABAD ARPT,25.44,81.734,56.21
DBRG,Dibrugarh,27.463606565899997,94.93525791020001,42314099999,DIBRUGARH,27.484,95.017,8.38
DBS,Dobbspet,13.2331801567,77.2491554279,43295099999,BANGALORE,12.967,77.583,46.73
DBSI,Dayabasti,28.667329000000002,77.17138999999999,42182099999,SAFDARJUNG,28.585,77.206,9.76
DBU,Dodballapur,13.27894,77.55016,42705699999,BANGALURU INTL AIRPORT / KEMPEGOWDA INTL,13.2,77.7,18.44
DBV,Dabilpur,17.674226,78.470315,43128099999,BEGUMPET AIRPORT / HYDERABAD INTL,17.452,78.461,24.73
DBY,Digboi,27.383483,95.61698200000001,42314099999,DIBRUGARH,27.484,95.017,60.26
DCA,Damchara,25.012661,92.749675,42619099999,SILCHAR,24.75,92.8,29.64
DCAB,Dcab,21.226612,81.477969,42872099999,MANA,21.233,81.65,17.84
DCK,Dhandhuka,22.384024,71.975613,42740099999,SURENDRANAGAR,22.733,71.6,54.71
DCU,Damalcheruvu,13.478885,79.05643400000001,43271099999,AROGYAVARAM,13.533,78.5,60.46
DD,Daund,18.463547,74.578622,43069099999,BARAMATI,18.15,74.583,34.87
DDA,Duraundha,26.086973,84.45894600000001,42488099999,CHAPRA,25.783,84.733,43.51
DDCE,Dundi,23.557854000000003,80.21665700000001,42675099999,JABALPUR,23.178,80.052,45.46
DDE,Dondaicha,21.331414,74.563104,42846099999,NANDURBAR,21.333,74.25,32.43
DDJ,Dum Dum,22.621717,88.392835,42809099999,NETAJI SUBHASH CHANDRA BOSE INTL,22.655,88.447,6.68
DDL,Dhandari Kalan,30.874477,75.90949099999999,42099099999,LUDHIANA,30.867,75.933,2.39
DDM,Dam Dim,26.859243000000003,88.67133299999999,42296099999,KALIMPONG,27.067,88.467,30.72
DDMT,Darimeta,21.536803,78.5411,42867099999,DR BABA SAHEB AMBEDKAR INTL,21.092,79.047,72.06
DDN,Dehradoon,30.3140377,78.0336011,42111099999,DEHRADUN,30.317,78.033,0.33
DDNI,Dudhnoi,26.001459,90.76188,42407099999,GOALPARA,26.183,90.633,23.94
DDP,Daudpur,25.90709,84.591425,42488099999,CHAPRA,25.783,84.733,19.78
DDR,Dadar,19.019731,72.84346500000001,43003099999,CHHATRAPATI SHIVAJI MAHARAJ INTL,19.089,72.868,8.12
DDX,Dhamdhamia,24.9603876804,87.7615573059,42503099999,MALDA,25.033,88.133,38.29
DEB,Debagram,23.685277,88.306807,42711099999,KRISHNANAGAR,23.4,88.517,38.28
DEC,Delhi Cantt,28.613534,77.116577,42181099999,INDIRA GANDHI INTL,28.567,77.103,5.34
DEE,Delhi Sarai Rohilla,28.662992,77.187106,42182099999,SAFDARJUNG,28.585,77.206,8.87
DEEG,Deeg,27.48655053,77.32451142,42257099999,MATHURA,27.5,77.683,35.39
DEG,Delang,20.038474,85.76695,42971099999,BHUBANESHWAR / BIJU PATNAIK INTL,20.244,85.818,23.47
DEHR,Dehu Road,18.680176,73.734169,43063099999,PUNE,18.533,73.85,20.42
DEOR,Diyodar,24.113489,71.770888,42539099999,DEESA,24.2,72.2,44.59
DEOS,Deoria Sadar,26.5076811676,83.7819590961,42379099999,GORAKHPUR,26.74,83.45,41.91
DER,Dadri,28.537940000000003,77.537422,42182099999,SAFDARJUNG,28.585,77.206,32.79
DES,Desari,25.6683593565,85.4087656586,42492099999,JAI PRAKASH NARAYAN INTL PATNA,25.591,85.088,33.29
DG,Dindigul,10.35381,77.985472,43359099999,MADURAI,9.917,78.117,50.66
DGA,Dighwara,25.743938,85.003168,42492099999,JAI PRAKASH NARAYAN INTL PATNA,25.591,85.088,19.01
DGB,Dindu G Puram H,18.542976,84.241768,43105099999,KALINGAPATAM,18.333,84.133,26.02
DGBZ,Dongri Buzurg Ph,21.573844,79.676645,42771099999,SEONI,22.083,79.55,58.11
DGDG,Durgada Gate,17.2124765738,82.3489940906,43147099999,TUNI,17.35,82.55,26.25
DGG,Dongargarh,21.185492,80.759857,42948099999,RAJNANDGAON,21.1,81.033,29.88
DGHA,Digha,21.622377,87.507655,42901099999,DIGHA,21.617,87.5,0.99
DGHR,Deoghar,24.51178242,86.69712126,42599099999,DUMKA,24.267,87.25,62.26
DGI,Dungri,20.687336000000002,72.949119,42915099999,BULSAR,20.617,72.933,8.0
DGLE,Dhulian Ganga,24.672086,87.937644,42503099999,MALDA,25.033,88.133,44.71
DGN,Dongargaon,21.641314,76.36406699999999,42855099999,KHANDWA,21.833,76.367,21.32
DGO,Durgauti,25.207897000000003,83.539684,42482099999,GHAZIPUR,25.4,83.55,21.39
DGR,Durgapur,23.495046000000002,87.297902,42706099999,BANKURA,23.383,87.083,25.22
DGS,Dagori,21.905693,82.069143,42782099999,BILASPUR,21.988,82.111,10.12
DGW,Dhigawara,27.296265000000002,76.613599,42255099999,ALWAR,27.5,76.583,22.85
DHA,Dheena,25.354392,83.423069,42482099999,GHAZIPUR,25.4,83.55,13.72
DHD,Dahod,22.843607000000002,74.25337400000001,42661099999,RATLAM,23.317,75.05,97.01
DHE,Dodhi,25.604879,82.998947,42479099999,LAL BAHADUR SHASTRI VARANASI INTL,25.45,82.867,21.72
DHG,Dhrangadhra,22.9871651,71.4791076,42740099999,SURENDRANAGAR,22.733,71.6,30.86
DHH,Dinhata,26.0707762,89.5868746,41862199999,RAJARHAT KURIGRAM,25.8,89.55,30.33
DHI,Dhule,20.887752,74.768847,42925099999,MALEGAON,20.55,74.533,44.86
DHN,Dhanbad,23.790966,86.428956,42705099999,PURULIA,23.333,86.417,50.94
DHND,Dhinda,26.890931,75.361206,42348099999,JAIPUR,26.824,75.812,45.33
DHNE,Dhone,15.396729,77.865727,43213099999,KURNOOL,15.8,78.067,49.75
DHO,Dhaulpur,26.697592,77.90604900000001,42354099999,DHOLPUR,26.667,77.833,8.02
DHR,Dharnaoda,24.592205,77.09925299999999,42559099999,GUNA,24.65,77.317,22.93
DHRR,Dhirera,28.363519,73.616355,42165099999,BIKANER,28.0,73.3,50.94
DHU,Dhubulia,23.483546,88.441145,42711099999,KRISHNANAGAR,23.4,88.517,12.09
DHW,Dhariwal,31.949113,75.32156499999999,42071099999,AMRITSAR,31.71,74.797,56.24
DIA,Didwana,27.406108,74.55765600000001,42249099999,SIKAR,27.617,75.133,61.4
DIB,Dibai,28.19378,78.303084,42262099999,ALIGARH,27.883,78.067,41.61
DIG,Duggirala,16.327559,80.62356999999999,43181099999,VIJAYAWADA,16.53,80.797,29.14
DIH,Dharuadihi,21.995145,84.223691,42886099999,JHARSUGUDA / VEER SURENDRA SAI,21.914,84.05,20.06
DIL,Dilawarnagar,26.9601891,80.6674744,42369099999,LUCKNOW / CHAUDHARY CHARAN SINGH INTL,26.761,80.889,31.2
DING,Ding,29.461053699999997,75.2606046,42131099999,HISAR,29.179,75.755,57.28
DIR,Dhanapur Orissa,18.945173,82.50739300000001,43097099999,KORAPUT,18.817,82.717,26.26
DISA,Disa,24.237125199999998,72.1796003,42539099999,DEESA,24.2,72.2,4.62
DIVA,Diva,19.188394,73.041905,43003099999,CHHATRAPATI SHIVAJI MAHARAJ INTL,19.089,72.868,21.35
DJA,Daotuhaja,25.227501,93.162162,42522099999,HAFLONG,25.167,93.017,16.08
DJG,Duliajan,27.367712,95.30695200000001,42314099999,DIBRUGARH,27.484,95.017,31.4
DJHR,Deojhar,22.08071726,85.47699312,42891099999,KEONGJHARGARH,21.617,85.517,51.73
DJS,Dhurani Jwas Halt,25.220474,86.047715,42498099999,BHAGALPUR,25.233,86.95,90.77
DJX,Dungripadi,21.060872999999997,83.559213,42883099999,SAMBALPUR,21.467,83.967,61.85
DK,Dakor,22.747203,73.15859180000001,42744099999,VALLABH VIDYANAGAR,22.567,72.933,30.62
DKAE,Dankuni,22.677422,88.291491,42809099999,NETAJI SUBHASH CHANDRA BOSE INTL,22.655,88.447,16.15
DKBJ,Dahar Ka Balaji,26.944321,75.765669,42348099999,JAIPUR,26.824,75.812,14.15
DKC,Devarkadra,16.630504,77.838261,43168099999,MAHABUBNAGAR,16.75,78.0,21.76
DKD,Donakonda,15.834631000000002,79.484112,43221099999,ONGOLE,15.5,80.083,74.13
DKDE,Dankaur,28.415313,77.64321100000001,42183099999,BULANDSHAHR,28.4,77.867,21.95
DKE,Dihakho,25.427907,93.126587,42522099999,HAFLONG,25.167,93.017,31.03
DKGS,Dinkar Gram Simaria,25.411453,86.014464,42391099999,DARBHANGA,26.167,85.9,84.79
DKI,Dharmkundi,22.5120383739,77.5510144354,42763099999,HOSHANGABAD,22.767,77.767,35.99
DKJ,Dornakal,17.445987000000002,80.153157,43137099999,KHAMMAM,17.25,80.15,21.8
DKJR,Dhekiajili Road,26.809213999999997,92.452548,42413099999,MAJBAT,26.75,92.35,12.12
DKLU,Doikallu,19.74188249,83.48161132000001,43042099999,BHAWANIPATNA,19.917,83.183,36.81
DKNT,Dakaniya Talav,25.145187999999997,75.865501,42452099999,KOTA,25.16,75.846,2.56
DKO,Devakottai Road,10.037610999999998,78.761747,43327099999,KARAIKUDI,10.067,78.8,5.31
DKT,Dhulkot,30.395686,76.78753499999999,42104099999,NAHAN,30.4,76.767,2.03
DKW,Dhanakwada,24.146307,71.823472,42539099999,DEESA,24.2,72.2,38.66
DKZ,Delhi Kishangnj,28.664731999999997,77.201256,42182099999,SAFDARJUNG,28.585,77.206,8.88
DL,Daladi,22.585067,71.069304,42737099999,RAJKOT,22.309,70.78,42.74
DLB,Daulatabad,19.916367,75.210494,43014099999,AURANGABAD,19.863,75.398,20.48
DLC,Dulmera,28.417832,73.65658,42165099999,BIKANER,28.0,73.3,58.13
DLCR,Dullabcherra,24.505297000000002,92.477671,42619099999,SILCHAR,24.75,92.8,42.45
DLD,Dalauda,23.948636999999998,75.105361,42661099999,RATLAM,23.317,75.05,70.46
DLGN,Dhalgaon,17.120967200000003,74.9887134,43158099999,SANGLI,16.85,74.6,51.15
DLI,Delhi,28.661815999999998,77.228356,42182099999,SAFDARJUNG,28.585,77.206,8.82
DLJ,Dhola,21.822549000000002,71.738273,42080199999,BHAVNAGAR,21.752,72.185,46.79
DLK,Dalkolha,25.873416,87.83887700000001,42395099999,FORBESGANJ,26.3,87.267,74.24
DLN,Dildarnagar,25.419424,83.668324,42482099999,GHAZIPUR,25.4,83.55,12.08
DLO,Dalgaon,26.715384,89.136244,42399099999,JALPAIGURI,26.533,88.717,46.35
DLPT,Dulakhapatna,21.007019,86.28087400000001,42973099999,CHANDBALI,20.783,86.733,53.16
DLR,Dullahapur,25.799898,83.423264,42482099999,GHAZIPUR,25.4,83.55,46.25
DME,Damnagar,21.688346,71.509053,42834099999,AMRELI,21.6,71.217,31.74
DMG,Domingarh,26.765251,83.341993,42379099999,GORAKHPUR,26.74,83.45,11.09
DMH,Dauram Madhpura,25.908513,86.782638,42393099999,SUPAUL,26.133,86.583,31.95
DMK,Dilmili,18.987443,81.737851,43041099999,JAGDALPUR,19.083,82.033,32.79
DMLE,Dumurdaha,23.040053,88.43266200000001,42714099999,BAGATI,22.983,88.367,9.24
DMM,Dharmavaram,14.424368999999999,77.717115,43237099999,PBO ANANTAPUR,14.583,77.633,19.83
DMN,Dhamangaon,20.784674000000003,78.138054,42937099999,AMRAOTI,20.933,77.783,40.41
DMNJ,Daman Jodi,18.767771,82.865768,43097099999,KORAPUT,18.817,82.717,16.59
DMO,Damoh,23.836693,79.432246,42674099999,DAMOH,23.833,79.45,1.85
DMP,Dharmpur Hmchl,30.900491,77.023914,42105099999,CHANDIGARH(IAFB),30.733,76.883,22.98
DMR,Dharmanagar,24.366946,92.16824700000001,42618099999,KAILASHAHAR,24.317,92.0,17.93
DMRX,Dumri,25.2459362417,86.0283957056,42498099999,BHAGALPUR,25.233,86.95,92.71
DMT,Diguvametta,15.394929999999999,78.826206,43212099999,NANDYAL,15.467,78.483,37.65
DMV,Dimapur,25.905701999999998,93.72781599999999,42527099999,KOHIMA,25.633,94.167,53.42
DMW,Dalmau,26.075249999999997,81.05365,42471099999,FATEHPUR,25.933,80.833,27.14
DNA,Degana,26.897349,74.316388,42343099999,AJMER,26.45,74.617,58.02
DNDI,Dhondi,19.106268,76.736112,43017099999,PARBHANI,19.133,76.833,10.6
DNDL,Dandi Mal,20.715235,85.53418,42969099999,ANGUL,20.833,85.1,47.0
DNK,Dhanakya,26.91819,75.605607,42348099999,JAIPUR,26.824,75.812,23.0
DNKL,Dhenkanal,20.676825,85.59087799999999,42970099999,CUTTACK,20.467,85.933,42.58
DNM,Dhanmandal,20.687806,86.11228,42970099999,CUTTACK,20.467,85.933,30.84
DNN,Dina Nagar,32.134789,75.467351,42071099999,AMRITSAR,31.71,74.797,78.95
DNR,Danapur,25.581921,85.044629,42492099999,JAI PRAKASH NARAYAN INTL PATNA,25.591,85.088,4.47
DNRE,Dhanauri,25.1719686608,86.1591750293,42498099999,BHAGALPUR,25.233,86.95,79.85
DNRP,Dungarpur,23.867175000000003,73.69546199999999,42542099999,UDAIPUR / MAHARANA PRATAP,24.618,73.896,85.93
DNT,Dantan,21.930376,87.284055,42901099999,DIGHA,21.617,87.5,41.37
DNV,Donkinavalasa,18.468756,83.350942,43097099999,KORAPUT,18.817,82.717,77.21
DNWH,Daniyawan Bzr H,25.4345036206,85.2908951074,42492099999,JAI PRAKASH NARAYAN INTL PATNA,25.591,85.088,26.78
DO,Dausa,26.900046999999997,76.330336,42348099999,JAIPUR,26.824,75.812,52.11
DOA,Doraha,30.804137,76.04330300000001,42099099999,LUDHIANA,30.867,75.933,12.64
DOB,Dundlod Mukandgarh,27.93879936977548,75.23735384456813,42249099999,SIKAR,27.617,75.133,37.23
DOD,Dhodhar,23.770740999999997,75.10354600000001,42661099999,RATLAM,23.317,75.05,50.75
DOE,Deori,23.298434999999998,80.009808,42675099999,JABALPUR,23.178,80.052,14.07
DOH,Dhodra Mohar,22.281504,77.875226,42860099999,BETUL,21.867,77.933,46.47
DOK,Dholka,22.731982,72.433842,42647099999,AHMEDABAD / SARDAR VALLABHBHAI PATEL INTL,23.077,72.635,43.55
DOL,Dholi,25.976952,85.562495,42387099999,MUZAFFARPUR,26.117,85.4,22.5
DOR,Dundara,25.895799,72.796892,42339099999,JODHPUR,26.251,73.049,46.84
DOS,Dehri On Sone,24.914894999999998,84.185434,42588099999,DEHRI,24.917,84.183,0.34
DOZ,Daurai,26.395604000000002,74.619546,42343099999,AJMER,26.45,74.617,6.05
DPA,Durgapura,26.855947,75.786436,42348099999,JAIPUR,26.824,75.812,4.36
DPC,Darliput,18.365186,82.74651899999999,43097099999,KORAPUT,18.817,82.717,50.34
DPD,Dosapadu,16.468807,80.938771,43181099999,VIJAYAWADA,16.53,80.797,16.58
DPH,Dadhapara,22.028156,82.123182,42782099999,BILASPUR,21.988,82.111,4.64
DPJ,Dharmapuri,12.126595,78.154742,43301099999,DHARMAPURI,12.133,78.033,13.25
DPK,Dholipal,29.76082671390587,74.25159995444119,42123099999,GANGANAGAR,29.917,73.917,36.65
DPLN,Diplana,29.182572629698868,74.88112287595868,42131099999,HISAR,29.179,75.755,84.84
DPR,Dhampur,29.305446,78.501588,42143099999,NAJIBABAD,29.617,78.383,36.5
DPRA,Dhupdhara,25.979779,91.066009,42407099999,GOALPARA,26.183,90.633,48.79
DPS,Dangoaposi,22.167964,85.59273,42795099999,CHAIBASA,22.55,85.817,48.34
DPU,Diphu,25.83725,93.438384,42523099999,LUMDING,25.75,93.183,27.35
DPUR,Depur Ph,19.972516,83.250076,43042099999,BHAWANIPATNA,19.917,83.183,9.34
DPX,Dadpur,24.829399000000002,86.34907600000001,42498099999,BHAGALPUR,25.233,86.95,75.36
DPZ,Devpura,26.03271,76.251747,42456099999,SHEOPUR,25.667,76.683,59.3
DQG,Dhupguri,26.573532,88.994973,42399099999,JALPAIGURI,26.533,88.717,28.01
DQN,Dhanera,24.506528,72.032364,42539099999,DEESA,24.2,72.2,38.08
DQR,Dabirpura,17.366083,78.490284,43128099999,BEGUMPET AIRPORT / HYDERABAD INTL,17.452,78.461,10.05
DR,Dadar,19.017179,72.842972,43003099999,CHHATRAPATI SHIVAJI MAHARAJ INTL,19.089,72.868,8.41
DRA,Dularia,22.575660999999997,77.654362,42763099999,HOSHANGABAD,22.767,77.767,24.21
DRD,Dahanu Road,19.991217,72.74336799999999,43001099999,DAHANU,19.967,72.717,3.85
DRH,Dharhara,25.2578934114,86.4115380682,42498099999,BHAGALPUR,25.233,86.95,54.23
DRHI,Dagar Khedi,22.0812732116,76.8264017633,42855099999,KHANDWA,21.833,76.367,54.83
DRI,Dumri Juara,25.748425,84.869395,42488099999,CHAPRA,25.783,84.733,14.19
DRL,Derol,22.630205,73.462158,42744099999,VALLABH VIDYANAGAR,22.567,72.933,54.77
DRLA,Daurala,29.114015000000002,77.70616000000001,42139099999,MEERUT,29.017,77.717,10.84
DRN,Deoranian,28.64478,79.476473,42189099999,BAREILLY,28.422,79.451,24.9
DRO,Daryaogonj,27.5980988686,79.0824955792,42364099999,ETAWAH,26.921,79.062,75.32
DRS,Dhareshwar,25.777583999999997,73.667743,42339099999,JODHPUR,26.251,73.049,81.2
DRTP,Dasharathpur,25.265181819000002,86.46453228029999,42498099999,BHAGALPUR,25.233,86.95,48.96
DRU,Kadur,13.552501000000001,76.008846,43260099999,CHICKMAGALUR,13.25,75.75,43.76
DRV,Darauli,25.393753,83.60180199999999,42482099999,GHAZIPUR,25.4,83.55,5.25
DRWN,Derowan,22.487947,85.29977799999999,42793099999,ROURKELA,22.217,84.883,52.39
DSA,Delhi Shahdara,28.673098,77.293154,42182099999,SAFDARJUNG,28.585,77.206,12.97
DSB,Sadar Bazar,28.658656,77.216852,42182099999,SAFDARJUNG,28.585,77.206,8.26
DSJ,Delhi Safdarjng,28.582121,77.186969,42182099999,SAFDARJUNG,28.585,77.206,1.89
DSO,Deshnok,27.791303,73.338483,42165099999,BIKANER,28.0,73.3,23.51
DSR,Dhansiri,25.810836,93.613598,42523099999,LUMDING,25.75,93.183,43.64
DSS,Dalsingh Sarai,25.6647486,85.84146519999999,42391099999,DARBHANGA,26.167,85.9,56.15
DTAE,Dhatrigram,23.277796,88.31182199999999,42711099999,KRISHNANAGAR,23.4,88.517,24.97
DTC,Ditokcherra,25.090538,92.798715,42522099999,HAFLONG,25.167,93.017,23.56
DTF,Dantla,27.1971512117,76.9610701135,42255099999,ALWAR,27.5,76.583,50.28
DTO,Daltonganj,24.033075,84.07484299999999,42587099999,DALTONGANJ,24.05,84.067,2.04
DTP,Diviti Palli,16.740883,78.08417499999999,43168099999,MAHABUBNAGAR,16.75,78.0,9.02
DTRA,Dantra,26.772568999999997,75.149207,42343099999,AJMER,26.45,74.617,63.92
DTRD,Diyatraroad,27.733596247399998,72.8399187915,42165099999,BIKANER,28.0,73.3,54.06
DTV,Dhutra,21.896881999999998,84.09109799999999,42886099999,JHARSUGUDA / VEER SURENDRA SAI,21.914,84.05,4.65
DTVL,Dativali Cabin,19.187012,73.059049,43003099999,CHHATRAPATI SHIVAJI MAHARAJ INTL,19.089,72.868,22.84
DTX,Dangtal,26.465846,90.46504900000001,42407099999,GOALPARA,26.183,90.633,35.63
DUA,Dhaura,24.44965,78.321791,42562099999,TIKAMGARH,24.767,78.833,62.58
DUB,Dabtara,28.368424,78.991164,42189099999,BAREILLY,28.422,79.451,45.37
DUD,Dudhani,17.362420999999998,76.37871,43121099999,GULBARGA,17.35,76.85,50.04
DUE,Dudahi,26.8008621515,84.139379776,42379099999,GORAKHPUR,26.74,83.45,68.77
DUI,Dhuri,30.372740999999998,75.86660300000001,42099099999,LUDHIANA,30.867,75.933,55.33
DUJ,Dubrajpur,23.803358,87.378973,42708099999,SHANTI NIKETAN,23.65,87.7,36.86
DUMK,Dumka,24.289527,87.254975,42599099999,DUMKA,24.267,87.25,2.56
DURE,Dumraon,25.571984,84.14386499999999,42482099999,GHAZIPUR,25.4,83.55,62.6
DURG,Durg,21.200326999999998,81.291837,42876099999,DURG,21.183,81.283,2.13
DUSI,Dusi,18.369969,83.857682,43105099999,KALINGAPATAM,18.333,84.133,29.35
DUU,Dupadu,15.742888,78.01325899999999,43213099999,KURNOOL,15.8,78.067,8.57
DVD,Duvvada,17.703843,83.152059,43149099999,VISHAKHAPATNAM CTLZ,17.717,83.217,7.03
DVG,Davangere,14.467834,75.92229,43230099999,DAVANGERE,14.5,75.917,3.62
DVGM,Devgam,23.938342,71.59185599999999,42539099999,DEESA,24.2,72.2,68.25
DVL,Devlali,19.897509,73.83729,42921099999,NASIK CITY,19.967,73.817,8.01
DWD,Dhekvad,21.339179,74.13857,42846099999,NANDURBAR,21.333,74.25,11.56
DWDI,Dighwa Dubauli,26.2652295458,84.7432486377,42383099999,MOTIHARI,26.667,84.917,47.91
DWI,Dingwahi,25.416805,80.414159,42473099999,BANDA,25.467,80.367,7.32
DWK,Dwarka,22.251023,68.980434,42731099999,DWARKA,22.367,69.083,16.66
DWLE,Dhauni,25.010329682000002,86.9930409827,42498099999,BHAGALPUR,25.233,86.95,25.14
DWO,Doiwala,30.175451000000002,78.12218,42111099999,DEHRADUN,30.317,78.033,17.92
DWP,Dwarapudi,16.927556,81.922661,43189099999,KAKINADA,16.95,82.233,33.11
DWR,Dharwar,15.440386,75.004552,43200099999,DHARWAD,15.483,74.983,5.27
DWT,Dewan Hat,26.3029681,89.6653098,42403099999,COOCH BEHAR,26.333,89.467,20.05
DWV,Diwankhavati,17.855413000000002,73.418174,43111099999,MAHABALESHWAR,17.933,73.667,27.71
DWX,Dewas,22.977556,76.051191,42662099999,UJJAIN,23.183,75.783,35.7
DWZ,Dante Wara,18.907733,81.35453600000001,43093099999,BAILADILA,18.583,81.233,38.31
DXD,Digod,25.196344,76.01539600000001,42452099999,KOTA,25.16,75.846,17.52
DXG,Dharangaon,21.006447,75.286092,42851099999,JALGAON,21.05,75.567,29.55
DXH,Duhai,28.730283,77.480363,42182099999,SAFDARJUNG,28.585,77.206,31.27
DXK,Dhana Kherli,26.950169,77.53577899999999,42354099999,DHOLPUR,26.667,77.833,43.15
DXN,Duddhinagar,24.2090318514,83.21679153630001,42587099999,DALTONGANJ,24.05,84.067,88.07
