station_code,station_name,latitude,longitude,state,zone,has_coordinates
KRYR,Karamsad,,,,,False
KRZ,Kharawar,28.83154,76.681044,Haryana,NR,True
KS,Kheta Sarai,25.965774583199998,82.6886636169,Uttar Pradesh,NR,True
KSAR,Kudala Sangam,16.306774,75.891059,Karnataka,SWR,True
KSB,Kosamba,21.464052,72.95459799999999,,,True
KSC,Kashi Chak,25.070798999999997,85.718754,Bihar,ECR,True
KSD,Keshod,21.297662,70.252274,Gujarat,WR,True
KSE,Kosad,21.255892,72.86573000000001,,,True
KSF,Khalispur,25.525798,82.83174700000001,,,True
KSG,Kishangarh,26.588968,74.855553,Rajasthan,NWR,True
KSH,Kali Sindh,23.344476,76.430306,,,True
KSI,Kosli,28.411947,76.464704,Haryana,NWR,True
KSJ,Kasganj,27.801887,78.64602599999999,,,True
KSK,Kasimkota,17.673315,82.963751,,,True
KSM,Kamasamudram,12.880706,78.200119,,,True
KSN,Krishna,16.409324,77.328563,,,True
KSNG,Kesinga,20.188102999999998,83.224709,,,True
KSP,Kishanpur,25.925351000000003,85.840384,,,True
KSPR,Kashipura Sarar,22.120085999999997,73.145838,,,True
KSQ,Kanspur Gugauli,26.074302,80.625838,,,True
KSRA,Kasara,19.647159,73.472003,,,True
KSTA,Kastha,24.802484,84.921751,,,True
KSU,Kustaur,23.430415999999997,86.498336,West Bengal,SER,True
KSV,Kosi Kalan,27.788551,77.445999,,,True
KSW,Kheri Salwa,26.4285105345,73.3907543195,,,True
KSWD,Kasar Wadi,18.607555174,73.8207010529,,,True
KSWR,Kalmeshwar,21.229072,78.91586099999999,,,True
KSX,Kotshila,23.411691,86.079548,,,True
KT,Kumta,14.436871,74.420652,Karnataka,KR,True
KTCE,Katoghan,25.730035,81.16560600000001,,,True
KTD,Kantadih,23.21838,86.29629,,,True
KTDD,Kataiya Dandi,25.149062471199997,81.3984808771,Uttar Pradesh,NCR,True
KTE,Katni,23.833385,80.400543,Madhya Pradesh,WCR,True
KTES,Katni South,23.824725,80.401113,,,True
KTGG,Karatagi,,,,,False
KTH,Katrasgarh,23.795757000000002,86.302399,,,True
KTHD,Kothari Road,22.156964000000002,82.70858000000001,Chhattisgarh,SECR,True
KTHU,Kathua,32.397897,75.551922,Jammu and Kashmir,NR,True
KTHY,Kalthuruthy Halt,,,,,False
KTJ,Khaltipur,24.875742000000002,88.021646,,,True
KTJI,Katha Jori,20.45107,85.896353,,,True
KTK,Kyataneakeri Rd,17.05336,75.821206,Karnataka,SWR,True
KTKA,Kotakadra,16.668744,77.869477,,,True
KTKH,Kotlakheri,22.078204,76.173654,Madhya Pradesh,WR,True
KTKR,Kumtha Khurd,18.4218389359,77.0092961456,Maharashtra,SCR,True
KTM,Kuttalam,11.069825000000002,79.557389,Tamil Nadu,SR,True
KTMA,Kotma,23.202833000000002,81.979022,Madhya Pradesh,SECR,True
KTNR,Kirtyanand Ngr,,,,,False
KTO,Katora,23.3115927105,82.7112187811,Chhattisgarh,SECR,True
KTP,Katepurna,20.723777,77.25938099999999,,,True
KTPK,Kotha Pakki,30.143767,73.966186,Rajasthan,NR,True
KTPR,Kathalpukhuri,,,,,False
KTQ,Kudra,25.048552,83.79337100000001,,,True
KTRA,Kotra,25.811253999999998,78.381661,,,True
KTRR,Kathara Road,26.310011,80.228735,Uttar Pradesh,NCR,True
KTSH,Kotmi Sonar Halt,22.024158,82.360215,,,True
KTU,Kuttippuram,10.845723999999999,76.03339700000001,Kerala,SR,True
KTV,Kottavalasa,17.892374999999998,83.18509999999999,,,True
KTW,Kotdwara,29.742927896,78.52116372309999,Uttarakhand,NR,True
KTX,Katakhal,24.83436,92.62706700000001,Assam,NFR,True
KTY,Kotturu,14.826788325296278,76.21354088187218,Tamil Nadu,SWR,True
KTYM,Kottayam,9.594177,76.532168,,,True
KUA,Kulharia,25.568172999999998,84.757807,,,True
KUC,Karukkutty,10.225757,76.373077,,,True
KUCE,Kuchai,22.013657,86.695652,,,True
KUD,Kudachi,16.62608,74.85868699999999,Karnataka,SWR,True
KUDA,Kundapura,13.612909,74.728366,Karnataka,KR,True
KUDL,Kudal,16.017651,73.67813000000001,Maharashtra,KR,True
KUE,Kursela,25.440774,87.253655,,,True
KUG,Kusugali,15.392095,75.233643,Karnataka,SWR,True
KUGT,Kumar Ghat,24.1506303119,92.0348331158,Tripura,NFR,True
KUH,Khachrod,23.442673,75.286337,,,True
KUK,Korukonda,18.054196,83.320296,,,True
KUKT,Kurukotta,,,,,False
KULH,Kulha-halt,26.369411,80.656456,,,True
KUM,Kuram,20.808396000000002,77.58733000000001,,,True
KUN,Karnal,29.694566000000002,76.969821,,,True
KUND,Kund,28.145183762800002,76.39848079709999,Haryana,NWR,True
KUPR,Khurdpur,31.424854,75.72317,Punjab,NR,True
KUR,Khurda Road,20.153076,85.70823399999999,,,True
KURJ,Khajuraho,24.7969839,79.8900217,Madhya Pradesh,NCR,True
KURO,Korari,26.48788,80.529002,Uttar Pradesh,NR,True
KUT,Kanauta,26.842216007599998,75.955996106,,,True
KUTI,Khumtai,26.626403999999997,93.86427300000001,Assam,NFR,True
KUU,Kuhuri,19.859987,85.3527,,,True
KUV,Kundara,8.960373,76.67854899999999,Kerala,SR,True
KUW,Kanwar,25.7036520692,81.21464405030001,,,True
KVDU,Kadavakuduru,15.722540512,80.2572977045,,,True
KVGM,Kolvagram,26.9894838995,76.46876528439999,,,True
KVK,Kavathe Mahankal,17.007517,74.94491099999999,Maharashtra,CR,True
KVLS,Karakavalasa,18.292228,82.991426,Andhra Pradesh,ECoR,True
KVO,Kevdi Road,,,,,False
KVR,Kovvur,17.007084,81.726495,,,True
KVS,Kalsur,14.888042065499999,75.40095653559999,Karnataka,SWR,True
KVU,Kadakavur,8.679078,76.766672,,,True
KVZ,Kavali,14.915993,79.988271,,,True
KWAE,Katwa,23.640315,88.124085,West Bengal,ER,True
KWE,Khurial,25.4911139274,87.82685530639999,,,True
KWGN,Kawargaon,18.896086,81.53352199999999,Chhattisgarh,ECoR,True
KWM,Kampur,26.1606011328,92.6577872687,Assam,NFR,True
KWMD,Kumbhawas Mundalia D,28.255391,76.660871,Haryana,NR,True
KWO,Karauta,25.468639,85.46824000000001,,,True
KWP,Khatipura,26.835709,75.89049800000001,,,True
KWR,Koelwar,25.5687,84.792055,,,True
KWV,Kurduvadi,18.091348,75.41711799999999,,,True
KXB,Kanjai,24.331047,78.169132,,,True
KXE,Kalian Chak,25.03452,87.736758,,,True
KXG,Kharia Khangar,26.609843,73.686313,,,True
KXH,Kapurthala,31.366846,75.38272400000001,Punjab,NR,True
KXI,Kurumurthi,16.494924,77.863463,,,True
KXJ,Karimganj,24.860717,92.373769,Assam,NFR,True
KXN,Kanshbahal,22.215278,84.66628899999999,,,True
KXP,Kaniyapuram,8.587612,76.854482,,,True
KXT,Ketti,11.381409,76.736915,Tamil Nadu,SR,True
KY,Kareli,22.932344,79.066765,Madhya Pradesh,WCR,True
KYA,Kauriya,25.5509123644,84.5212854932,,,True
KYE,Khurai,24.051525,78.33112799999999,,,True
KYF,Kajrat Nawadih,24.591041,84.05014,,,True
KYG,Kidiyanaga,23.47934,70.768891,,,True
KYI,Kalyani,22.969219,88.467499,West Bengal,ER,True
KYJ,Kayankulam,9.182586,76.512933,,,True
KYM,Kadiyan,16.914337999999997,81.832674,,,True
KYN,Kalyan,19.234716000000002,73.12974,,,True
KYND,Kalyanadurga,,,,,False
KYOP,Kottapalli,18.5402681328,79.40385903139999,,,True
KYQ,Kamakhya,26.156154,91.689505,,,True
KYT,Kailahat,25.155223,82.947581,,,True
KZA,Khada,27.182926,83.868376,Uttar Pradesh,NER,True
KZB,Kurumbur,8.585754999999999,78.03964,Tamil Nadu,SR,True
KZE,Kanhangad,12.320267999999999,75.08524799999999,Kerala,SR,True
KZH,Kila Zafargarh,29.0805810005,76.4289531995,Haryana,NR,True
KZJ,Kazipet,17.974211,79.511025,,,True
KZK,Kazhakuttam,8.555848000000001,76.872235,,,True
KZT,Kulitthurai,8.302348,77.218817,Tamil Nadu,SR,True
KZU,Kunki,22.875933,86.067757,,,True
KZY,Kayalpattinam,8.566912,78.09973,Tamil Nadu,SR,True
LAA,Lakhpat,23.597666,71.028821,,,True
LAD,Lohardaga  Bs,23.445967,84.70733,Jharkhand,SER,True
LAE,Lakholi,21.201827,81.890652,,,True
LAL,Lushala,21.3918244015,70.32629040219999,Gujarat,WR,True
LAR,Lalitpur,24.688222,78.395791,,,True
LAT,Lathi,21.73935,71.386531,Gujarat,WR,True
LAU,Ladnun,27.64255,74.4056,Rajasthan,NWR,True
LAV,Labha,25.439646755400002,87.74514032169999,,,True
LB,Laine Bazar(halt),26.429190879300002,84.2806012268,,,True
LBA,Lambhua,26.133687000000002,82.223283,,,True
LBG,Limbgaon,19.176458097999998,77.2061342529,Maharashtra,SCR,True
LBI,Lilabari,,,,,False
LBN,Laban,25.574304,76.207965,,,True
LBT,Lalgarh Bihar Halt,24.161147,83.979632,,,True
LC,Lucknow City,26.859109,80.917866,,,True
LCAE,Lalbagh Crt Rd,24.173693,88.246307,West Bengal,ER,True
LD,Londa,15.450273,74.496982,Karnataka,SWR,True
LDA,Lidhora Khurd,23.852972,78.87232300000001,,,True
LDH,Ludhiana,30.912367,75.84787299999999,,,True
LDK,Ladhuka,30.49849,74.119614,Punjab,NR,True
LDU,Lunidhar,21.715431000000002,71.085551,Gujarat,WR,True
LDX,Ladda,19.102692,83.412196,,,True
LEB,Lemuabad,25.482271329699998,85.7783575873,,,True
LEDO,Ledo,27.288435,95.725374,Assam,NFR,True
LGCE,Lagargawan,24.464248,80.81431,Madhya Pradesh,WCR,True
LGDH,Lalaguda Gate,17.440355,78.52440299999999,,,True
LGH,Lalgarh,28.043638,73.313909,Rajasthan,NWR,True
LGL,Lalgola,24.421152,88.257513,West Bengal,ER,True
LGO,Lalgopalganj,25.642195,81.630185,Uttar Pradesh,NR,True
LGT,Langting,25.49759,93.110265,Assam,NFR,True
LGTR,Lingaraj Tmp Rd,20.234947,85.81587200000001,,,True
LHA,Lehra Gaga,29.937832,75.810079,Punjab,NR,True
LHB,Lahabon,24.6403400956,86.6001380908,,,True
LHLL,Lahli,28.854316999999998,76.44533799999999,Haryana,NWR,True
LHN,Lachyan,17.2795737583,75.9717014606,Maharashtra,SWR,True
LHU,Loharu,28.427051,75.801613,Haryana,NWR,True
LIJ,Lakshmiganj,26.927786,83.788161,,,True
LIR,Lachmipur,27.25415,83.379037,,NER,True
LJN,Lucknow,26.831967000000002,80.91858699999999,,,True
LJR,Lanjigarh Road,19.9434221772,83.4003416858,,,True
LKA,Lanka,25.914426,92.958001,Assam,NFR,True
LKBL,Lakhabawal,22.409215,69.99951399999999,Gujarat,WR,True
LKD,Lakodara,21.991872,73.09899399999999,,,True
LKDM,Lakhudaram,,,,,False
LKDU,Lankalakoderu,16.534517,81.68124399999999,Andhra Pradesh,SCR,True
LKE,Lakheri,25.639864,76.192147,,,True
LKG,Lamsakhang,25.796536,93.046846,Assam,NFR,True
LKKD,Lakkad Kot,21.163562,73.603025,,,True
LKMR,Lakshmipur Road,19.003986,83.104298,,,True
LKN,Lakhminia,25.426072,86.309269,Bihar,ECR,True
LKO,Lucknow,26.830675,80.925291,,,True
LKR,Luckeesarai,25.1716617005,86.093210587,,,True
LKS,Lunkaransar,28.493395,73.743155,Rajasthan,NWR,True
LKT,Hulkoti,15.434667000000001,75.531958,Karnataka,SWR,True
LKU,Lalkua,29.071574,79.517641,Uttarakhand,NER,True
LKW,Lakhewali,30.447834,74.341781,Punjab,NR,True
LKY,Lakhmapur,15.870282,75.627712,Karnataka,SWR,True
LKZ,Lakadiya,23.339664,70.58674500000001,Gujarat,WR,True
LLBR,Lalbazar,24.561850000000003,92.610161,Assam,?,True
LLD,Lalavadi,21.930346999999998,78.189646,,,True
LLI,Lalgudi,10.875733,78.813672,,,True
LLJ,Lalganj,26.172392000000002,80.973175,Uttar Pradesh,NR,True
LLJP,Lalganj Pakri,,,,,False
LLP,Lalitgram,26.35666473117378,87.01226592063904,Bihar,ECR,True
LLPR,Lalit Lakshmipur,26.436785,86.1562,,,True
LM,Limbdi,22.566039999999997,71.789599,Gujarat,WR,True
LMD,Linganenidoddi,15.399929,77.703397,Andhra Pradesh,SCR,True
LMG,Lumding,25.750035999999998,93.17660000000001,Assam,NFR,True
LMK,Limkheda,22.833894,73.984515,,,True
LMM,Lailakh Mamlkha,25.21827008,87.1050667084,,,True
LMN,Lachhmanpur,26.050472,81.25726300000001,Uttar Pradesh,NR,True
LMNR,Lakshmibai Ngr,22.742296,75.858526,Madhya Pradesh,WR,True
LMO,Liliya Mota,21.540317,71.372863,Gujarat,WR,True
LMP,Lakhimpur,27.947414,80.777625,Uttar Pradesh,NER,True
LMT,Almatti,16.3459,75.90050000000001,Karnataka,SWR,True
LMY,Laimekuri,,,,,False
LNH,Lachhman Garh Sikar,27.832586,75.034114,Rajasthan,NWR,True
LNK,Lohian Khas,31.165462,75.196445,Punjab,NR,True
LNL,Lonavala,18.748883,73.407657,,,True
LNN,Lonand,18.040769,74.190477,Maharashtra,CR,True
LNWT,Lko Alambagh W Cabin,26.829443,80.909614,,,True
LOG,Lohgara,25.250449999999997,81.73019000000001,Uttar Pradesh,NCR,True
LOGH,Lottegollahalli,13.043169,77.562257,,,True
LOL,Loliem,14.939155,74.08778,,,True
LONI,Loni,18.491630999999998,74.02051399999999,,,True
LOT,Lohta,25.3156017921,82.93066368230001,,,True
LOV,Lovedale,11.382403,76.704285,Tamil Nadu,SR,True
LPG,Lapanga,21.732794,84.03998,,,True
LPI,Lingampalli,17.482874000000002,78.31677400000001,,,True
LPJ,Lalpur Jam,22.194537580600002,69.9524202618,Gujarat,WR,True
LR,Ladpura,26.504385,74.728726,Rajasthan,NWR,True
LRD,Lar Road,26.21389,83.91018299999999,Uttar Pradesh,NER,True
LRI,Lihuri,18.913242,83.849833,Andhra Pradesh,ECoR,True
LRJ,Laksar,29.754037999999998,78.019628,,,True
LRU,Lalpur Umri,26.429998,76.680536,Rajasthan,WCR,True
LS,Lasalgaon,20.154847999999998,74.22597599999999,,,True
LSD,Lusadiya,23.685409999999997,73.421111,Gujarat,NWR,True
LSI,Laheria Sarai,26.110633,85.903825,,,True
LSMP,Lakshmapur,,,,,False
LSR,Lasur,19.926081,75.01148900000001,Maharashtra,SCR,True
LSX,Loisingha,20.852667,83.514083,,,True
LTA,Lamta,22.1390377316,80.1244293225,Madhya Pradesh,SECR,True
LTD,Lathidad,22.090056,71.702802,Gujarat,WR,True
LTHR,Latehar,23.725092,84.46812,,,True
LTR,Lakhtar,22.873403,71.77672700000001,Gujarat,WR,True
LTRR,Latur Road,18.506494,76.845289,Maharashtra,SCR,True
LTT,Lokmanyatilak,19.070320000000002,72.89173899999999,,,True
LUNI,Luni,26.001255999999998,73.003175,Rajasthan,NWR,True
LUR,Latur,18.429166,76.55604899999999,Maharashtra,CR,True
LUSA,Lusa,24.876545999999998,82.843318,Uttar Pradesh,NCR,True
LW,Lorwada,24.217193,72.08968,,,True
LWR,Alnavar,15.424244,74.738116,Karnataka,SWR,True
LWS,Lukwasa,25.110195,77.590102,Madhya Pradesh,WCR,True
LXA,Lakswa,27.004637018300002,94.8439823962,Assam,NFR,True
LXD,Lakshannath Rd,21.842011,87.25095300000001,,,True
LYD,Layabad,23.773417,86.351907,Jharkhand,SER,True
MA,Madha,18.029712,75.546507,,,True
MAAR,Malhar,27.2041163361,72.37553642820001,Rajasthan,?,True
MABA,Mandi Bamora,24.054032,78.08243700000001,,,True
MABD,Mahbubabad,17.597561,79.999792,Andhra Pradesh,SCR,True
MABN,Maban,24.641196,77.371542,,,True
MACR,Manguli Chowdwar,20.529594,85.943313,,,True
MAD,Maddur,12.604742,77.049522,Karnataka,SWR,True
MADR,Madure,15.812975,73.80896700000001,Maharashtra,KR,True
MAG,Mangalagiri,16.438256,80.564992,,,True
MAHE,Mahe,11.699226999999999,75.546967,Puducherry,SR,True
MAHM,Meham,,,,,False
MAI,Mehsi,26.354898000000002,85.096319,Bihar,ECR,True
MAJN,Mangalore Junction,12.866193,74.88006,Karnataka,SR,True
MAKM,Mararikulam,9.597994,76.31801800000001,,,True
MAKR,Malkheri,24.169924,78.223009,,,True
MALB,Maliya Miyana,23.103166868099997,70.75488469119999,,,True
MALK,Malkapur Road,21.904426,77.967468,,,True
MALM,Manthralayam Rd,15.949035,77.299196,,,True
MAM,Mangal Mahudi,22.83578,74.058492,,,True
MAN,Maninagar,23.000142,72.610413,,,True
MANA,Mana,20.761491,77.469063,,,True
MANE,Maneswar,21.411344,84.04398800000001,,,True
MANK,Manki,14.1744388792,74.4932361584,Karnataka,KR,True
MANU,Manu,23.9881925448,91.9989317505,Tripura,NFR,True
MAO,Madgaon Junction,15.267911000000002,73.97072399999999,Goa,KR,True
MAP,Morappur,12.124073000000001,78.393874,,,True
MAQ,Mangalore Central,12.862325,74.844068,Karnataka,SR,True
MAR,Mulanur,12.661484999999999,78.40638899999999,,,True
MAS,Puratchi Thalaivar Dr Mgr Ctl,13.0847613,80.27485630000001,,,True
MAU,Mau,25.93948,83.564347,,,True
MAUR,Maur,30.062745999999997,75.22772,Punjab,NR,True
MAY,Mariahu,25.597006,82.598166,Uttar Pradesh,NR,True
MAYR,Mayar,29.100107,75.86074699999999,,,True
MB,Moradabad,28.831621000000002,78.765801,,,True
MBA,Mahoba,25.306914,79.849079,Uttar Pradesh,NCR,True
MBAH,Mirabigha Halt,,,,,False
MBB,Murshidabad,24.176963999999998,88.281598,West Bengal,ER,True
MBDD,Maa Barahi Devi Dham,,,,,False
MBDP,Maa Belha Devi Dham Pratapgarh,,,,,False
MBG,Maibang,25.30497,93.13537099999999,Assam,NFR,True
MBI,Madhubani,26.348165,86.076784,,,True
MBM,Mambalam,13.038154,80.228164,,,True
MBNL,Marwar Bhinmal,25.000632999999997,72.275398,Rajasthan,NWR,True
MBNR,Mahbubnagar,16.757768,77.999429,,,True
MBP,Mohibullapur,26.909235,80.938923,Uttar Pradesh,NER,True
MBS,Madhosingh,25.249931,82.552278,Uttar Pradesh,NER,True
MBT,Marwar Bithri,27.099589,72.290171,Rajasthan,NWR,True
MBY,Mandi Dabwali,29.966227,74.700155,Haryana,NWR,True
MCA,Mecheda,22.414105,87.85883,,,True
MCDA,Maa Chandika Devi Dham Antu,,,,,False
MCI,Mancheral,18.878745000000002,79.448848,,,True
MCN,Mukundarayapurm,12.977678,79.289067,,,True
MCQ,Mirchadhori,24.291847,82.793413,Madhya Pradesh,ECR,True
MCS,Mancheswar,20.321861,85.84486600000001,,,True
MCSC,Maharaja Chhatrasal Station Chhatarpur,,,,,False
MCTM,Martyr Captain Tushar Mahajan,,,,,False
MCU,Mulacalacheruvu,13.802188000000001,78.26482899999999,Andhra Pradesh,SCR,True
MCVM,Machavaram,16.025343,80.54154100000001,,,True
MDAK,Medak,,,,,False
MDB,Mandor,26.350708,73.042126,Rajasthan,NWR,True
MDCR,Masaudhi Court Halt,25.366289184800003,85.0439060474,Bihar,?,True
MDDP,Mandi Dip,23.093747,77.511077,,,True
MDE,Makhdumpur Gaya,25.077130999999998,84.979105,Bihar,ECR,True
MDF,Muradi,23.593092000000002,86.80929,West Bengal,SER,True
MDGR,Manendragarh,23.219746999999998,82.197734,Madhya Pradesh,SECR,True
MDJ,Muhammadganj,24.42644,83.869978,,,True
MDJN,Madar,26.464294,74.686507,,,True
MDKD,Madhukunda,23.626630000000002,86.869091,West Bengal,SER,True
MDKU,Modukuru,16.124988000000002,80.58380799999999,,,True
MDL,Mandal,25.439631738299997,74.59395891049999,Rajasthan,NWR,True
MDLE,Mandar Hill,24.8060780645,87.02615830570001,Bihar,ER,True
MDLL,Muddalingahalli,13.2391442032,77.3047403595,Karnataka,SWR,True
MDN,Midnapore,22.42498,87.307379,West Bengal,SER,True
MDNR,Modinagar,28.827907,77.571716,Uttar Pradesh,NR,True
MDP,Madhupur,24.270633,86.642183,,,True
MDPR,Modpur,22.2625878623,69.81170376339999,Gujarat,WR,True
MDR,Madhira,16.921826,80.366849,Andhra Pradesh,SCR,True
MDRR,Madhavnagar Road,23.7866102083,80.3948243298,Madhya Pradesh,WCR,True
MDS,Mandasor,24.075937000000003,75.07634300000001,Madhya Pradesh,WR,True
MDT,Madarihat,26.694551388,89.274559021,West Bengal,NFR,True
MDU,Madurai,9.919907,78.11031399999999,,,True
MDUN,Madhranagar,16.5253522399,80.6476081836,,,True
MDVK,Mahadeokhedi,24.217392,78.193689,,,True
MDVL,Mandavalli,16.518809308199998,81.1607440393,Andhra Pradesh,SCR,True
MDW,Marwar Mundwa,27.063606,73.815965,,,True
ME,Masaipet,17.8805365542,78.4669570667,Andhra Pradesh,SCR,True
MED,Medchal,17.639335,78.474557,Andhra Pradesh,SCR,True
MEE,Methai,25.907006000000003,86.72458900000001,,ECR,True
MEJ,Maniyachchi,8.882102999999999,77.890651,Tamil Nadu,SR,True
MEM,Mau Aimma,25.698324,81.91377,Uttar Pradesh,NR,True
MEP,Mahidpur Road,23.567509,75.500338,,,True
MEQ,Malethu Kanak,26.60377,82.124891,Uttar Pradesh,NR,True
MER,Metpanjra,21.26917,78.65915899999999,,,True
MESR,Mesra,,,,,False
MET,Malerkotla,30.529403,75.87169200000001,Punjab,NR,True
MEW,Marhaura,25.969081,84.850984,Bihar,NER,True
MEX,Mukerian,31.941873,75.61183799999999,Punjab,NR,True
MFB,Mustafabad,30.181009,77.123303,,,True
MFJ,Muftiganj,25.700913,82.827774,Uttar Pradesh,NER,True
MFKA,Musafir Khana,26.379585,81.79981699999999,,,True
MFL,Misrauli,26.114370421700002,81.84839619259999,,,True
MFP,Muzaffarpur,26.122311,85.378006,,,True
MFQ,Mahroi,23.951414,80.919501,Madhya Pradesh,WCR,True
MFX,Madaraha,25.273637,81.764284,Uttar Pradesh,NCR,True
MGAE,Morgram,24.304919,88.018413,West Bengal,ER,True
MGB,Mudigubba,14.349934000000001,77.994996,Andhra Pradesh,SCR,True
MGD,Mugad,15.46241,74.915401,Karnataka,SWR,True
MGE,Migrendisa,25.171242,93.06155700000001,Assam,NFR,True
MGKM,Mungiakami,23.8838302513,91.7101089758,Tripura,NFR,True
MGL,Mugalalli Halt,16.223191,75.74938300000001,Karnataka,?,True
MGLE,Manigram,24.3428549076,88.107881626,West Bengal,ER,True
MGLP,Mangolpuri,28.6832457826,77.0905744531,Delhi NCT,NR,True
MGM,Muragacha,23.529636,88.421243,West Bengal,ER,True
MGME,Mccluskieganj,23.651781,84.940855,,,True
MGN,Meghnagar,22.907459,74.539834,,,True
MGR,Monghyr,,,,,False
MGRD,Magardoh,22.248104,77.894738,,,True
MGRR,Magarpur,25.322705000000003,78.858785,Uttar Pradesh,NCR,True
MGW,Magarwara,26.523705,80.428892,,,True
MHAD,Mohadi Prgn Lng,20.863002,74.77978399999999,Maharashtra,CR,True
MHBA,Mathabhanga,,,,,False
MHBT,Mahbub Nagar Town Ha,16.742879000000002,77.982649,,,True
MHC,Masrakh,26.1022287466,84.8085433154,Bihar,NER,True
MHD,Mahemadavad Kheda Road,22.819556000000002,72.752481,,,True
MHDB,Mahadia Ph,20.750947,85.475883,,,True
MHH,Maghar,26.750013,83.133741,,,True
MHI,Manihari,25.343215469,87.6197250085,Bihar,NFR,True
MHJ,Mahajan,28.793007,73.85366599999999,Rajasthan,NWR,True
MHPR,Mahiyarpur,25.411453041399998,87.613385199,,,True
MHQ,Mohuda,23.747481,86.27078300000001,Jharkhand,SER,True
MHRG,Mahendragarh,28.281433000000003,76.14863000000001,Haryana,NWR,True
MHRN,Mahendranath,26.000739,84.509909,,,True
MHSA,Maheshpur,,,,,False
MHT,Manjhi F,25.828485,84.58475899999999,,,True
MHU,Manheru,28.701227,76.203117,Haryana,NWR,True
MHUL,Mehuwala Halt,29.411154,75.31496800000001,,,True
MHUR,Mohanpur,24.488460999999997,86.78564800000001,Jharkhand,ER,True
MHV,Mahuva,21.09412,71.756011,Gujarat,WR,True
MIA,Mania,26.805806,77.91964999999999,,,True
MID,Madhi,21.145672,73.24268000000001,,,True
MIH,Mihrawan,25.871178,82.694333,Uttar Pradesh,NR,True
MIK,Manikul,22.919528,86.066359,,,True
MIKD,Mahikhand Halt,,,,,False
MIL,Milak,28.612475,79.16411699999999,,,True
MIM,Maniram,26.838267,83.342407,Uttar Pradesh,NER,True
MINA,Miyana,24.85653,77.472164,Madhya Pradesh,WCR,True
MINJ,Maikalganj,27.7175372166,80.3378219061,,,True
MIPM,Marri Palem Halt,17.7363,83.252629,,,True
MIQ,Mirhakur,27.151203539700003,77.8660122473,Uttar Pradesh,NCR,True
MITA,Mitha,24.082494,71.672422,,,True
MIU,Maripat,28.586886,77.495428,,,True
MJ,Marwar,25.720478999999997,73.609301,Rajasthan,NWR,True
MJA,Meja Road,25.221545,82.089337,,,True
MJBK,Manjari Budruk,18.512039,73.971424,,,True
MJBT,Majbat,26.784587,92.287814,,,True
MJF,Malkajgiri,17.448392000000002,78.529606,,,True
MJG,Majhagawan,24.913389000000002,80.811656,Madhya Pradesh,WCR,True
MJHR,Majhiari,25.1789843066,81.5188330261,Uttar Pradesh,NCR,True
MJL,Majhowalia,26.802772,84.619139,Bihar,ECR,True
MJN,Makum,27.485742,95.440958,Assam,NFR,True
MJNL,Majri Nangal,28.011996999999997,76.554869,Rajasthan,NWR,True
MJO,Majorda Junction,15.314045,73.922408,Goa,KR,True
MJP,Moharajpur,25.219587,87.74030800000001,,,True
MJRI,Majri,20.139283,79.043522,,,True
MJS,Manjeshwar,12.724197,74.887582,Kerala,SR,True
MJY,Maramjhiri,21.946123,77.883002,,,True
MJZ,Majhola Pakarya,28.831681000000003,79.899341,Uttarakhand,NER,True
MKA,Mokama,25.391885,85.91304899999999,,,True
MKB,Mankatha,25.207216,86.056352,,,True
MKBH,Manwala Kot Bak,30.040498999999997,74.95205,,,True
MKC,Maksi Junction,23.251625,76.159116,,,True
MKD,Markundi,25.017393,80.947114,Madhya Pradesh,WCR,True
MKDD,Mukundwadi Halt,19.859544,75.367553,Maharashtra,SCR,True
MKDN,Markadhana,22.11073,78.501566,Madhya Pradesh,CR,True
MKH,Malakhera,27.390236,76.618982,Rajasthan,NWR,True
MKHR,Marwar Khara,27.060569440800002,72.1300715057,Rajasthan,NWR,True
MKMN,Mokhra Madina,,,,,False
MKN,Makrana,27.037532,74.72314899999999,,,True
MKO,Markona,21.195555,86.596117,,,True
MKP,Manikpur,25.063492,81.09365700000001,Uttar Pradesh,NCR,True
MKPR,Muktapur,25.884676,85.79556,,,True
MKPT,Malikpeth,17.899981999999998,75.608752,,,True
MKR,Maddikera,15.256635000000001,77.411496,Andhra Pradesh,SCR,True
MKRD,Machhakunda,18.566875,82.666955,Orissa,ECoR,True
MKRN,Makronia,23.867050000000003,78.80807700000001,,,True
MKS,Muktsar,30.47821,74.514271,Punjab,NR,True
MKSR,Mokalsar,25.625350216,72.5180445245,Rajasthan,NWR,True
MKTL,Makthal,,,,,False
MKU,Malkapur,20.891974,76.202946,,,True
MKX,Morak,24.730953,75.97333900000001,,,True
MKZ,Mahkepar Road Ph,21.632916,79.67892,,,True
ML,Malhour,26.8534491635,81.0404752448,,,True
MLAR,Malanpur,26.413117999999997,78.27281099999999,Madhya Pradesh,NCR,True
MLC,Malkisar,28.654232,73.862645,Rajasthan,NWR,True
MLD,Malihabad,26.930598,80.71503200000001,,,True
MLDT,Malda Town,25.015659,88.130338,,,True
MLG,Malhargarh,24.265618,74.972666,Madhya Pradesh,WR,True
MLGH,Mandal Garh,25.194176,75.08094,Rajasthan,WCR,True
MLHA,Maliya Hatina,21.15957,70.29970100000001,Gujarat,WR,True
MLI,Mangaliyawas,26.278197000000002,74.492705,Rajasthan,NWR,True
