station_code,station_name,latitude,longitude,state,zone,has_coordinates
CSN,Chalisgaon,20.464109,74.999049,,,True
CSZ,Cossimbazar,24.122264,88.266903,West Bengal,ER,True
CT,Chittapur,17.1197808,77.09045160000001,,,True
CTA,Chitradurg,14.231154,76.386431,Karnataka,SWR,True
CTC,Cuttack,20.466587999999998,85.90156,,,True
CTD,Chhota Udepur,22.314788,74.014286,Gujarat,WR,True
CTF,Chitgidda,17.391231,77.963909,,,True
CTH,Chikalthan,19.859565,75.402851,Maharashtra,SCR,True
CTHR,Chitahra,24.862627000000003,80.842854,Madhya Pradesh,WCR,True
CTKT,Chhoti Khatu,27.155534,74.35722999999999,Rajasthan,NWR,True
CTL,Chital,21.745689,71.218128,Gujarat,WR,True
CTMP,Chhit Makandpur,25.234493190600002,86.87393632569999,,,True
CTO,Chittoor,13.219857,79.103252,,,True
CTPE,Chandanattop Halt,8.932478000000001,76.64532,Kerala,SR,True
CTR,Chatra,24.372846,87.849257,,,True
CTRE,Chitteri,13.068171999999999,79.597909,,,True
CTS,Chhatariput,18.922722,82.590027,Orissa,ECoR,True
CTTP,Chitrapur (h),14.036147999999999,74.536566,Karnataka,KR,True
CTYL,Chityala,17.221960824,79.135713114,,,True
CUE,Choupale,21.377019,74.319097,,,True
CUK,Churk,24.6496787,83.1032006,Uttar Pradesh,NCR,True
CUPJ,Cuddalore Port,11.715119,79.766287,Tamil Nadu,SR,True
CUR,Churu,28.288281,74.966203,Rajasthan,NWR,True
CVB,Cavalry Barracks,17.494734,78.518694,Andhra Pradesh,SCR,True
CVJ,Chavaj,21.753134000000003,73.010489,,,True
CVP,Kovilpatti,9.182578,77.872848,Tamil Nadu,SR,True
CVR,Chorvad Road,21.055196000000002,70.290734,Gujarat,WR,True
CW,Chainwa,26.022117,84.49649600000001,,,True
CWA,Chhindwara,22.058201,78.953212,Madhya Pradesh,SECR,True
CYI,Chhayapuri,22.388284,73.179698,,,True
CYN,Cheriyanad,9.273119000000001,76.585087,,,True
DAA,Datia,25.641070000000003,78.456356,,,True
DAB,Dharmabad,18.888260310099998,77.8493415012,Maharashtra,SCR,True
DABN,Dhaban,29.859997,74.54288000000001,Rajasthan,NWR,True
DADN,Dr Ambedkar Nagar,,,,,False
DAJ,Duroji,15.227107,76.70013,Karnataka,SWR,True
DAKE,Dakhineswar,22.6534841,88.36363519999999,,,True
DAPD,Dapodi,18.58005,73.83279900000001,,,True
DAQ,Daud Khan,27.830504,78.09879699999999,,,True
DAR,Danwar,28.129968509999998,77.88391252,,,True
DARA,Dara,24.832608999999998,76.005784,,,True
DAS,Dhasa,21.782545,71.51800800000001,Gujarat,WR,True
DAVM,Dhanu Vacha Puram Ha,8.378802,77.124352,Kerala,SR,True
DAYG,Dariyaganj,,,,,False
DB,Dabhoi,22.137755,73.415466,Gujarat,WR,True
DBA,Dabra,25.881197,78.331015,,,True
DBB,Dhubri,26.023137000000002,89.977952,Assam,NFR,True
DBD,Deoband,29.680031500000002,77.67087339999999,Uttar Pradesh,NR,True
DBEC,Devbaloda Charoda Ph,21.21335,81.45049,,,True
DBF,Dabpal,18.927979999999998,81.488923,Chhattisgarh,?,True
DBG,Darbhanga,26.157088,85.907575,,,True
DBHL,Dobh Bahali,,,,,False
DBI,Dabli Rathan,29.542416,74.19093000000001,Rajasthan,NWR,True
DBL,Dodbele,13.216441000000001,77.351193,Karnataka,SWR,True
DBLA,Dabla,27.888685430000002,75.9464005609,Rajasthan,NWR,True
DBLG,Dibolong,,,,,False
DBR,Dabhaura,25.11793,81.30312500000001,Uttar Pradesh,NCR,True
DBRG,Dibrugarh,27.463606565899997,94.93525791020001,Assam,NFR,True
DBS,Dobbspet,13.2331801567,77.2491554279,Karnataka,SWR,True
DBSI,Dayabasti,28.667329000000002,77.17138999999999,Delhi NCT,NR,True
DBU,Dodballapur,13.27894,77.55016,,,True
DBV,Dabilpur,17.674226,78.470315,Andhra Pradesh,SCR,True
DBW,Dubia,,,,,False
DBY,Digboi,27.383483,95.61698200000001,Assam,NFR,True
DCA,Damchara,25.012661,92.749675,Assam,NFR,True
DCAB,Dcab,21.226612,81.477969,,,True
DCK,Dhandhuka,22.384024,71.975613,Gujarat,WR,True
DCU,Damalcheruvu,13.478885,79.05643400000001,Andhra Pradesh,SCR,True
DD,Daund,18.463547,74.578622,,,True
DDA,Duraundha,26.086973,84.45894600000001,,,True
DDCC,Daund Chord Line,,,,,False
DDCE,Dundi,23.557854000000003,80.21665700000001,Madhya Pradesh,WCR,True
DDDA,Duddeda,,,,,False
DDDM,Deen Dayal Dham,,,,,False
DDE,Dondaicha,21.331414,74.563104,,,True
DDJ,Dum Dum,22.621717,88.392835,,,True
DDL,Dhandari Kalan,30.874477,75.90949099999999,,,True
DDM,Dam Dim,26.859243000000003,88.67133299999999,West Bengal,NFR,True
DDMT,Darimeta,21.536803,78.5411,,,True
DDN,Dehradoon,30.3140377,78.0336011,Uttarakhand,NR,True
DDNI,Dudhnoi,26.001459,90.76188,Assam,NFR,True
DDP,Daudpur,25.90709,84.591425,,,True
DDR,Dadar,19.019731,72.84346500000001,Maharashtra,WR,True
DDU,Ptdeen Dayal Upadhyaya,,,,,False
DDX,Dhamdhamia,24.9603876804,87.7615573059,,,True
DEB,Debagram,23.685277,88.306807,West Bengal,ER,True
DEC,Delhi Cantt,28.613534,77.116577,Delhi NCT,NR,True
DEE,Delhi Sarai Rohilla,28.662992,77.187106,Delhi NCT,NR,True
DEEG,Deeg,27.48655053,77.32451142,Rajasthan,NCR,True
DEG,Delang,20.038474,85.76695,,,True
DEHR,Dehu Road,18.680176,73.734169,,,True
DEOR,Diyodar,24.113489,71.770888,Gujarat,WR,True
DEOS,Deoria Sadar,26.5076811676,83.7819590961,,,True
DER,Dadri,28.537940000000003,77.537422,,,True
DES,Desari,25.6683593565,85.4087656586,Bihar,ECR,True
DG,Dindigul,10.35381,77.985472,,,True
DGA,Dighwara,25.743938,85.003168,,,True
DGB,Dindu G Puram H,18.542976,84.241768,,,True
DGBZ,Dongri Buzurg Ph,21.573844,79.676645,Maharashtra,SECR,True
DGDG,Durgada Gate,17.2124765738,82.3489940906,,,True
DGG,Dongargarh,21.185492,80.759857,,,True
DGHA,Digha,21.622377,87.507655,West Bengal,?,True
DGHR,Deoghar,24.51178242,86.69712126,Jharkhand,ER,True
DGI,Dungri,20.687336000000002,72.949119,Gujarat,WR,True
DGLE,Dhulian Ganga,24.672086,87.937644,West Bengal,ER,True
DGN,Dongargaon,21.641314,76.36406699999999,Madhya Pradesh,CR,True
DGO,Durgauti,25.207897000000003,83.539684,,,True
DGR,Durgapur,23.495046000000002,87.297902,,,True
DGS,Dagori,21.905693,82.069143,,,True
DGW,Dhigawara,27.296265000000002,76.613599,Rajasthan,NWR,True
DHA,Dheena,25.354392,83.423069,,,True
DHD,Dahod,22.843607000000002,74.25337400000001,,,True
DHE,Dodhi,25.604879,82.998947,Uttar Pradesh,NER,True
DHG,Dhrangadhra,22.9871651,71.4791076,,,True
DHH,Dinhata,26.0707762,89.5868746,West Bengal,NFR,True
DHI,Dhule,20.887752,74.768847,Maharashtra,CR,True
DHN,Dhanbad,23.790966,86.428956,,,True
DHND,Dhinda,26.890931,75.361206,,,True
DHNE,Dhone,15.396729,77.865727,,,True
DHO,Dhaulpur,26.697592,77.90604900000001,,,True
DHR,Dharnaoda,24.592205,77.09925299999999,Rajasthan,WCR,True
DHRR,Dhirera,28.363519,73.616355,Rajasthan,NWR,True
DHU,Dhubulia,23.483546,88.441145,West Bengal,ER,True
DHW,Dhariwal,31.949113,75.32156499999999,Punjab,NR,True
DIA,Didwana,27.406108,74.55765600000001,Rajasthan,NWR,True
DIB,Dibai,28.19378,78.303084,Uttar Pradesh,NR,True
DIG,Duggirala,16.327559,80.62356999999999,,,True
DIH,Dharuadihi,21.995145,84.223691,,,True
DIL,Dilawarnagar,26.9601891,80.6674744,,,True
DING,Ding,29.461053699999997,75.2606046,Haryana,NWR,True
DIPA,Dipa,,,,,False
DIR,Dhanapur Orissa,18.945173,82.50739300000001,Orissa,ECoR,True
DISA,Disa,24.237125199999998,72.1796003,Gujarat,WR,True
DIVA,Diva,19.188394,73.041905,,,True
DJA,Daotuhaja,25.227501,93.162162,Assam,NFR,True
DJG,Duliajan,27.367712,95.30695200000001,Assam,NFR,True
DJHR,Deojhar,22.08071726,85.47699312,,,True
DJS,Dhurani Jwas Halt,25.220474,86.047715,,,True
DJX,Dungripadi,21.060872999999997,83.559213,,,True
DK,Dakor,22.747203,73.15859180000001,,WR,True
DKAE,Dankuni,22.677422,88.291491,,,True
DKBJ,Dahar Ka Balaji,26.944321,75.765669,Rajasthan,NWR,True
DKC,Devarkadra,16.630504,77.838261,,,True
DKD,Donakonda,15.834631000000002,79.484112,,,True
DKDE,Dankaur,28.415313,77.64321100000001,,,True
DKE,Dihakho,25.427907,93.126587,Assam,NFR,True
DKGS,Dinkar Gram Simaria,25.411453,86.014464,,,True
DKI,Dharmkundi,22.5120383739,77.5510144354,Madhya Pradesh,WCR,True
DKJ,Dornakal,17.445987000000002,80.153157,Andhra Pradesh,SCR,True
DKJR,Dhekiajili Road,26.809213999999997,92.452548,,,True
DKLU,Doikallu,19.74188249,83.48161132000001,,,True
DKNT,Dakaniya Talav,25.145187999999997,75.865501,,,True
DKO,Devakottai Road,10.037610999999998,78.761747,Tamil Nadu,SR,True
DKT,Dhulkot,30.395686,76.78753499999999,Haryana,NR,True
DKW,Dhanakwada,24.146307,71.823472,,,True
DKZ,Delhi Kishangnj,28.664731999999997,77.201256,Delhi NCT,NR,True
DL,Daladi,22.585067,71.069304,Gujarat,WR,True
DLB,Daulatabad,19.916367,75.210494,Maharashtra,SCR,True
DLC,Dulmera,28.417832,73.65658,Rajasthan,NWR,True
DLCR,Dullabcherra,24.505297000000002,92.477671,Assam,NFR,True
DLD,Dalauda,23.948636999999998,75.105361,Madhya Pradesh,WR,True
DLGN,Dhalgaon,17.120967200000003,74.9887134,Maharashtra,CR,True
DLI,Delhi,28.661815999999998,77.228356,Delhi NCT,NR,True
DLJ,Dhola,21.822549000000002,71.738273,Gujarat,WR,True
DLK,Dalkolha,25.873416,87.83887700000001,,,True
DLN,Dildarnagar,25.419424,83.668324,,,True
DLO,Dalgaon,26.715384,89.136244,West Bengal,NFR,True
DLPC,Daulatpur Chauk,,,,,False
DLPT,Dulakhapatna,21.007019,86.28087400000001,,,True
DLR,Dullahapur,25.799898,83.423264,Uttar Pradesh,NER,True
DMC,Dhemaji,,,,,False
DME,Damnagar,21.688346,71.509053,Gujarat,WR,True
DMG,Domingarh,26.765251,83.341993,,,True
DMH,Dauram Madhpura,25.908513,86.782638,Bihar,ECR,True
DMK,Dilmili,18.987443,81.737851,Chhattisgarh,ECoR,True
DMLE,Dumurdaha,23.040053,88.43266200000001,West Bengal,ER,True
DMM,Dharmavaram,14.424368999999999,77.717115,,,True
DMN,Dhamangaon,20.784674000000003,78.138054,,,True
DMNJ,Daman Jodi,18.767771,82.865768,,,True
DMO,Damoh,23.836693,79.432246,,,True
DMP,Dharmpur Hmchl,30.900491,77.023914,Himachal Pradesh,NR,True
DMR,Dharmanagar,24.366946,92.16824700000001,Tripura,NFR,True
DMRX,Dumri,25.2459362417,86.0283957056,,,True
DMT,Diguvametta,15.394929999999999,78.826206,,,True
DMV,Dimapur,25.905701999999998,93.72781599999999,Nagaland,NFR,True
DMW,Dalmau,26.075249999999997,81.05365,Uttar Pradesh,NR,True
DNA,Degana,26.897349,74.316388,,,True
DNDI,Dhondi,19.106268,76.736112,Maharashtra,SCR,True
DNDL,Dandi Mal,20.715235,85.53418,,,True
DNGD,Dungarda,,,,,False
DNK,Dhanakya,26.91819,75.605607,,,True
DNKL,Dhenkanal,20.676825,85.59087799999999,,,True
DNM,Dhanmandal,20.687806,86.11228,,,True
DNN,Dina Nagar,32.134789,75.467351,Punjab,NR,True
DNR,Danapur,25.581921,85.044629,,,True
DNRE,Dhanauri,25.1719686608,86.1591750293,,,True
DNRP,Dungarpur,23.867175000000003,73.69546199999999,Rajasthan,NWR,True
DNT,Dantan,21.930376,87.284055,,,True
DNV,Donkinavalasa,18.468756,83.350942,,,True
DNWH,Daniyawan Bzr H,25.4345036206,85.2908951074,Bihar,?,True
DNWR,Dhanwar,,,,,False
DO,Dausa,26.900046999999997,76.330336,,,True
DOA,Doraha,30.804137,76.04330300000001,,,True
DOB,Dundlod Mukandgarh,27.93879936977548,75.23735384456813,Rajasthan,NWR,True
DOD,Dhodhar,23.770740999999997,75.10354600000001,Madhya Pradesh,WR,True
DOE,Deori,23.298434999999998,80.009808,Madhya Pradesh,WCR,True
DOH,Dhodra Mohar,22.281504,77.875226,,,True
DOK,Dholka,22.731982,72.433842,Gujarat,WR,True
DOL,Dholi,25.976952,85.562495,,,True
DOLK,Dholikua,,,,,False
DOR,Dundara,25.895799,72.796892,Rajasthan,NWR,True
DOS,Dehri On Sone,24.914894999999998,84.185434,,,True
DOZ,Daurai,26.395604000000002,74.619546,Rajasthan,NWR,True
DPA,Durgapura,26.855947,75.786436,,,True
DPC,Darliput,18.365186,82.74651899999999,Orissa,ECoR,True
DPD,Dosapadu,16.468807,80.938771,Andhra Pradesh,SCR,True
DPH,Dadhapara,22.028156,82.123182,,,True
DPJ,Dharmapuri,12.126595,78.154742,Tamil Nadu,SWR,True
DPK,Dholipal,29.76082671390587,74.25159995444119,Rajasthan,NWR,True
DPLN,Diplana,29.182572629698868,74.88112287595868,Rajasthan,NWR,True
DPR,Dhampur,29.305446,78.501588,,,True
DPRA,Dhupdhara,25.979779,91.066009,Assam,NFR,True
DPS,Dangoaposi,22.167964,85.59273,Jharkhand,SER,True
DPU,Diphu,25.83725,93.438384,Assam,NFR,True
DPUR,Depur Ph,19.972516,83.250076,,,True
DPX,Dadpur,24.829399000000002,86.34907600000001,,,True
DPZ,Devpura,26.03271,76.251747,,,True
DQG,Dhupguri,26.573532,88.994973,,,True
DQL,Dhalaibil,,,,,False
DQN,Dhanera,24.506528,72.032364,Gujarat,NWR,True
DQR,Dabirpura,17.366083,78.490284,,,True
DR,Dadar,19.017179,72.842972,,,True
DRA,Dularia,22.575660999999997,77.654362,Madhya Pradesh,WCR,True
DRD,Dahanu Road,19.991217,72.74336799999999,Maharashtra,WR,True
DRH,Dharhara,25.2578934114,86.4115380682,,,True
DRHI,Dagar Khedi,22.0812732116,76.8264017633,Madhya Pradesh,WCR,True
DRI,Dumri Juara,25.748425,84.869395,,,True
DRL,Derol,22.630205,73.462158,,,True
DRLA,Daurala,29.114015000000002,77.70616000000001,Uttar Pradesh,NR,True
DRN,Deoranian,28.64478,79.476473,Uttar Pradesh,NER,True
DRO,Daryaogonj,27.5980988686,79.0824955792,,,True
DRS,Dhareshwar,25.777583999999997,73.667743,Rajasthan,NWR,True
DRTP,Dasharathpur,25.265181819000002,86.46453228029999,,,True
DRU,Kadur,13.552501000000001,76.008846,Karnataka,SWR,True
DRV,Darauli,25.393753,83.60180199999999,,,True
DRWN,Derowan,22.487947,85.29977799999999,,,True
DSA,Delhi Shahdara,28.673098,77.293154,Delhi NCT,NR,True
DSB,Sadar Bazar,28.658656,77.216852,,,True
DSJ,Delhi Safdarjng,28.582121,77.186969,Delhi NCT,NR,True
DSO,Deshnok,27.791303,73.338483,,,True
DSR,Dhansiri,25.810836,93.613598,Nagaland,NFR,True
DSS,Dalsingh Sarai,25.6647486,85.84146519999999,,,True
DTAE,Dhatrigram,23.277796,88.31182199999999,West Bengal,ER,True
DTC,Ditokcherra,25.090538,92.798715,Assam,NFR,True
DTF,Dantla,27.1971512117,76.9610701135,,,True
DTO,Daltonganj,24.033075,84.07484299999999,,,True
DTP,Diviti Palli,16.740883,78.08417499999999,,,True
DTRA,Dantra,26.772568999999997,75.149207,,,True
DTRD,Diyatraroad,27.733596247399998,72.8399187915,Rajasthan,?,True
DTV,Dhutra,21.896881999999998,84.09109799999999,,,True
DTVL,Dativali Cabin,19.187012,73.059049,Maharashtra,CR,True
DTX,Dangtal,26.465846,90.46504900000001,,,True
DUA,Dhaura,24.44965,78.321791,,,True
DUB,Dabtara,28.368424,78.991164,Uttar Pradesh,NR,True
DUD,Dudhani,17.362420999999998,76.37871,,,True
DUE,Dudahi,26.8008621515,84.139379776,,,True
DUI,Dhuri,30.372740999999998,75.86660300000001,Punjab,NR,True
DUJ,Dubrajpur,23.803358,87.378973,West Bengal,ER,True
DUMK,Dumka,24.289527,87.254975,Jharkhand,ER,True
DURE,Dumraon,25.571984,84.14386499999999,,,True
DURG,Durg,21.200326999999998,81.291837,,,True
DUSI,Dusi,18.369969,83.857682,,,True
DUU,Dupadu,15.742888,78.01325899999999,,,True
DVD,Duvvada,17.703843,83.152059,,,True
DVG,Davangere,14.467834,75.92229,Karnataka,SWR,True
DVGM,Devgam,23.938342,71.59185599999999,,,True
DVL,Devlali,19.897509,73.83729,,,True
DWD,Dhekvad,21.339179,74.13857,,,True
DWDI,Dighwa Dubauli,26.2652295458,84.7432486377,Bihar,NER,True
DWI,Dingwahi,25.416805,80.414159,Uttar Pradesh,NCR,True
DWK,Dwarka,22.251023,68.980434,Gujarat,WR,True
DWLE,Dhauni,25.010329682000002,86.9930409827,Bihar,ER,True
DWO,Doiwala,30.175451000000002,78.12218,Uttarakhand,NR,True
DWP,Dwarapudi,16.927556,81.922661,,,True
DWR,Dharwar,15.440386,75.004552,Karnataka,SWR,True
DWT,Dewan Hat,26.3029681,89.6653098,West Bengal,NFR,True
DWV,Diwankhavati,17.855413000000002,73.418174,Maharashtra,KR,True
DWX,Dewas,22.977556,76.051191,Madhya Pradesh,WR,True
DWZ,Dante Wara,18.907733,81.35453600000001,Chhattisgarh,ECoR,True
DXD,Digod,25.196344,76.01539600000001,Rajasthan,WCR,True
DXG,Dharangaon,21.006447,75.286092,,,True
DXH,Duhai,28.730283,77.480363,Uttar Pradesh,NR,True
DXK,Dhana Kherli,26.950169,77.53577899999999,Uttar Pradesh,NCR,True
DXN,Duddhinagar,24.2090318514,83.21679153630001,Uttar Pradesh,ECR,True
DXR,Digsar,22.712403000000002,71.499375,Gujarat,WR,True
DYD,Daryabad,26.861303,81.550114,,,True
DYE,Dayanand Nagar,17.456247,78.53134999999999,Andhra Pradesh,SCR,True
DYP,Daryapur,26.182799,81.248588,Uttar Pradesh,NR,True
DYW,Diyawan Halt,25.3817289022,85.2839236682,,,True
DZA,Dasuya,31.80853,75.657932,Punjab,NR,True
DZB,Dahina Zainabad,28.291078574500002,76.39169434200001,Haryana,NWR,True
DZKT,Durga Chak Town,22.066831,88.136032,West Bengal,SER,True
DZL,Dhana Ladanpur,28.7502173348,76.1667579382,,,True
ED,Erode,11.327682,77.72593400000001,,,True
EDN,Edamann,,,,,False
EDP,Edapalayam,,,,,False
EE,Eluru,16.717816,81.11976200000001,,,True
EKC,Ekchari,25.227623048199998,87.2138658521,,,True
EKI,Eklakhi,25.167868000000002,88.099492,,,True
EKM,Ekambarakuppam,13.318603999999999,79.573126,,,True
EKMA,Ekma,25.967099,84.53637,,,True
EKN,Ezhukone,8.979142999999999,76.715068,Kerala,SR,True
EKNR,Ekta Nagar,,,,,False
EKR,Ekangarsarai,25.2224815,85.2322638,Bihar,ECR,True
ELM,Elimala,12.0686868024,75.2308476031,Kerala,SR,True
ENB,Ellenabad,29.44410399265112,74.6579341054894,Rajasthan,NWR,True
ERL,Eraniel,8.212549,77.308161,Tamil Nadu,SR,True
ERN,Ernakulam Town,9.991582000000001,76.2861,,,True
ERS,Ernakulam,9.969541999999999,76.290672,,,True
ET,Itarsi,22.608258,77.767128,,,True
ETM,Ettumanur,9.676196000000001,76.545152,,,True
ETP,Ettapur Road,11.651009,78.468545,,,True
ETUE,Etmadpur,27.221535999999997,78.197973,,,True
ETW,Etawah,26.785970000000002,79.021502,,,True
EVA,Edavai,8.762883,76.69747699999999,,,True
FA,Falna,25.235808,73.23495299999999,Rajasthan,NWR,True
FAB,Fatehabad,,,,,False
FAN,Fatehnagar,24.81828,74.09578200000001,Rajasthan,NWR,True
FBD,Farrukhabad,27.38236,79.57173700000001,,,True
FBG,Forbesganj,26.298901,87.262803,,,True
FDB,Faridabad,28.411473,77.30734799999999,,,True
FDK,Faridkot,30.682857,74.76137999999999,Punjab,NR,True
FDN,Faridabad Nw Tn,28.376247999999997,77.30936799999999,,,True
FGH,Fatehgarh Hryna,28.647921,76.243784,,,True
FGR,Fatehgarh,27.369608,79.62159,,,True
FGSB,Fatehgarh Sahib,30.650726,76.38812399999999,,,True
FK,Ferok,11.174972200000001,75.8302845,Kerala,SR,True
FKA,Fazilka,30.408641,74.02541699999999,Punjab,NR,True
FKG,Furkating,26.465652000000002,94.00269200000001,Assam,NFR,True
FKM,Fakiragram,26.365237,90.186189,,,True
FL,Phulera,26.872814,75.24545599999999,,,True
FLD,Phulad,25.623979,73.81311799999999,Rajasthan,NWR,True
FLK,Falakata,26.5383964616,89.19227488279999,,,True
FLR,Fuleswar,22.4778756365,88.11604889590001,,,True
FM,Falaknuma,17.332197,78.474481,,,True
FPMP,Fatehpur Makrandpur,,,,,False
FPS,Fatehpur-shekhawati,28.000728000000002,74.971043,Rajasthan,NWR,True
FSP,Fateh Singhpura,26.8216101334,77.1469610779,Rajasthan,WCR,True
FSR,Faqarsar,30.189431000000003,74.57257200000001,Punjab,NR,True
FSW,Fateh Singhwala,29.91997899999999,74.029894,Rajasthan,NWR,True
FTD,Fatehabad Chjn,23.009106,75.673338,Madhya Pradesh,WR,True
FTG,Fursatganj,26.244522,81.41565100000001,,,True
FTH,Fatuhi,30.056984,73.871319,Rajasthan,NR,True
FTP,Fatehpur,25.917489,80.801869,,,True
FTS,Fatehpur Sikri,27.093989,77.670597,Uttar Pradesh,NCR,True
FUT,Fatuha,25.50144,85.305488,,,True
FYZ,Faizullapur,25.869213,80.893347,,,True
FZD,Firozabad,27.147415,78.386691,,,True
FZR,Firozpur Cant,30.942486,74.61843900000001,Punjab,NR,True
G,Gondia,21.462435,80.190842,,,True
GA,Gudha,26.950042,75.128292,,,True
GAD,Gevra-road,22.348523999999998,82.64566,Chhattisgarh,SECR,True
GADH,Goaldih,21.726323,85.54626499999999,Orissa,?,True
GADJ,Gandhinagar Jaipur,26.873067000000002,75.79827999999999,,,True
GADM,Ganga Dham,27.20976,81.930509,Uttar Pradesh,NER,True
GAG,Gangaghat,23.3613982411,85.5070501038,,,True
GAH,Gawnaha,27.269838999999997,84.52017599999999,Bihar,ECR,True
GAJ,Ganeshganj,23.895862,79.074633,,,True
GAJB,Gajara Bahara,24.05344,82.31176099999999,Madhya Pradesh,WCR,True
GAL,Ghatla,27.731813000000002,76.628452,Rajasthan,NWR,True
GALE,Gankar,24.404804119599998,88.07289439819999,West Bengal,ER,True
GAM,Ganjam,19.395827,85.046719,,,True
GAMI,Gogameri,29.160244032368652,75.03507563844323,Rajasthan,NWR,True
GAO,Gaigaon,20.720684,76.890093,,,True
GAP,Gurpa,24.562542,85.29708,,,True
GAR,Gadarwara,22.899459,78.79173399999999,Madhya Pradesh,WCR,True
GATD,Gautamdhara,23.3498809788,85.6329945703,Jharkhand,SER,True
GAUR,Gaur,26.913411,82.56115799999999,,,True
GAW,Gainjahwa,27.4546557588,82.24506478820001,Uttar Pradesh,NER,True
GAYA,Gaya,24.803978,84.999294,,,True
GB,Gauri Bazar,26.594934000000002,83.667801,,,True
GBA,Garbeta,22.844562,87.320972,West Bengal,SER,True
GBB,Gubbi,13.321429,76.939264,Karnataka,SWR,True
GBD,Gauribidanur,13.613081000000001,77.512781,,,True
GBK,Gopalpur Balkda,20.432634999999998,85.87790899999999,,,True
GBP,Gulabpura,25.9027951891,74.65595449829999,Rajasthan,NWR,True
GBRI,Gobarwahi,21.514747,79.723237,Maharashtra,SECR,True
GBX,Govindpur Road,23.061857490599998,85.0435794019,,,True
GCH,Gachhipura,26.953522,74.454426,,,True
GCT,Ghazipur City,25.583144,83.568045,Uttar Pradesh,NER,True
GD,Gonda,27.154613,81.97815200000001,,,True
GDA,Godhra,22.776974,73.603672,,,True
GDB,Giddarbaha,30.201319,74.663342,Punjab,NR,True
GDE,Garladinne,14.827323999999999,77.592146,,,True
GDG,Gadag,15.437048,75.642481,Karnataka,SWR,True
GDGN,Gaudgaon,17.335973000000003,76.530953,,,True
GDI,Gudgeri,15.1249217339,75.3596044824,Karnataka,SWR,True
GDKP,Ghundankhapa,21.655105000000002,78.42563,,,True
GDL,Gondal,21.972471,70.79558800000001,Gujarat,WR,True
GDO,Goverdhan,27.520546,77.46164300000001,Uttar Pradesh,NCR,True
GDP,Gudupulli,12.803672,78.27491,,,True
GDPL,Gundla Pochampalli,17.568097,78.488371,Andhra Pradesh,SCR,True
GDR,Gudur,14.148227,79.845121,,,True
GDV,Gudivada,16.429888,80.987594,Andhra Pradesh,SCR,True
GDX,Ghoksadanga,26.4228864281,89.2780105872,,,True
GDYA,Ghoradongri,22.126423,78.001987,,,True
GEA,Ghatera,23.8293873,79.6733909,,,True
GEB,Garh Baruari,26.019349,86.605596,Bihar,ECR,True
GED,Guledagudda Rd,16.069516,75.69565899999999,Karnataka,SWR,True
GEK,Gegal Akhri,26.540366000000002,74.775574,Rajasthan,NWR,True
GG,Gandhigram,23.02676,72.568831,Gujarat,WR,True
GGA,Ghoga,25.2103054225,87.16086164,,,True
GGAR,Gangadhra,21.141419000000003,73.043566,,,True
GGC,Gangapur City,26.468979,76.72770799999999,Rajasthan,WCR,True
GGD,Gullaguda,17.4169638619,78.03277293640001,,,True
GGH,Ghogardiha,26.282768,86.468503,Bihar,ECR,True
GGJ,Goshainganj,26.569524,82.384123,,,True
GGN,Gurgaon,28.489165,77.010739,Haryana,NR,True
GGR,Gangrar,25.061279000000003,74.624757,Rajasthan,NWR,True
GGVT,Gangavathi,,,,,False
GH,Ghughuli,27.0539516142,83.7137745453,Uttar Pradesh,NER,True
GHAA,Ghaghra,,,,,False
GHAI,Ghatigaon,26.054864000000002,77.92678000000001,Madhya Pradesh,WCR,True
GHB,Gahri Bhagi,30.116782999999998,74.944234,,,True
GHD,Garwa Road,24.214419,83.885116,,,True
GHE,Ghevra,28.691982000000003,76.99853599999999,Delhi NCT,NR,True
GHGL,Ghagwal,32.504286,75.213604,Jammu and Kashmir,NR,True
GHH,Garhi Harsaru,28.43755,76.929697,Haryana,NR,True
GHJ,Gursahaiganj,27.118804,79.732035,,,True
GHL,Golhalli,13.148289,77.413983,Karnataka,SWR,True
GHLE,Gadadharpur,24.013197,87.691891,,,True
GHNA,Gohana,29.140297,76.68937799999999,Haryana,NR,True
GHNH,Ghantikhal Ndpr,20.510921999999997,85.736186,,,True
GHPU,Gandhipuram Halt,17.495052,80.31352000000001,Andhra Pradesh,SCR,True
GHQ,Garhwa,24.1751953,83.8132154,Jharkhand,ECR,True
GHR,Gidhaur,24.856169,86.324005,,,True
GHS,Guru Harsahai,30.715001,74.399987,Punjab,NR,True
GHX,Garhara,25.4409119004,86.0053080969,,,True
GHY,Guwahati,26.182635,91.751851,,,True
GID,Giddalur,15.379008,78.925583,,,True
GIMB,Gandhidham Bg,23.069086,70.14775399999999,,,True
GIN,Ginigera,15.348226,76.247613,Karnataka,SWR,True
GIR,Gainsari,27.526839296800002,82.5441789069,Uttar Pradesh,NER,True
GIZ,Gidam,18.934852,81.409001,Chhattisgarh,ECoR,True
GJD,Gujhandi,24.498121,85.463683,,,True
GJH,Goldinganj,25.754174,84.827254,,,True
GJJ,Gajjelakonda,15.777382,79.401298,,,True
GJL,Gajraula,28.834937999999998,78.250784,,,True
GJN,Gajner,27.9358522,73.0615538,Rajasthan,NWR,True
GJS,Gajsinghpur,29.658053,73.436739,Rajasthan,NWR,True
GJTA,Gurudijhatia,20.570067,85.828478,,,True
